Ciudad,Principal_PCA80,Promedio_directo,PCA_Kaiser,Prioridad_talento,Ajuste_sin_atípicos,Rank_Principal_PCA80,Rank_Promedio_directo,Rank_PCA_Kaiser,Rank_Prioridad_talento,Rank_Ajuste_sin_atípicos
"Lexington-Fayette,KY",0.19722544523562793,0.43824055365355113,0.24052071682123607,0.19037477196208094,0.33526160591997956,101.0,82.0,95.0,106.0,94.0
"Lima,OH",-0.6222401939549425,-0.7146028779995907,-0.5669486324066753,-0.6067593601615273,-0.5589505433825558,242.0,254.0,233.0,243.0,221.0
"Lincoln,NE",0.2333795282282902,-0.0634562971495907,0.18113114684646667,0.34115589437025323,0.01828738368414796,95.0,146.0,103.0,85.0,132.0
"Little-Rock,North-Little-Rock,AR",-0.2398049782504933,-0.5681511116246231,-0.06482209922671449,-0.3217964427418895,-0.30273534578316424,166.0,229.0,134.0,187.0,179.0
"Longview-Marshall,TX",-0.8236949182227743,-0.5805738018597179,-0.7973918807943814,-0.7341526485743506,-0.8016980004359018,277.0,232.0,276.0,266.0,268.0
"Lorain-Elyria,OH",-0.45939166919852253,-0.6990547291422053,-0.4763075608794412,-0.4308238547240101,-0.44777632535430645,216.0,251.0,218.0,202.0,201.0
"Los-Angeles,Long-Beach,CA",3.2841715191209273,2.911833107975334,3.5254315457094867,2.868226971562008,3.502044080960664,6.0,7.0,5.0,7.0,6.0
"Louisville,KY-IN",0.6414514518748701,1.2356160695790555,0.7037331296699132,0.6715092039715468,0.9367436568968323,60.0,32.0,59.0,56.0,48.0
"Lowell,MA-NH",-0.33466462085843535,-0.45721304730424256,-0.4172077418785348,-0.32179797971149954,-0.612417224850155,194.0,211.0,205.0,188.0,237.0
"Lubbock,TX",-0.4928464278854968,-0.4821890420147201,-0.2364773697172143,-0.7313752781044651,-0.2154199974287856,222.0,216.0,164.0,264.0,168.0
"Lynchburg,VA",-0.32380175787083854,0.2458615631194169,-0.34292425528079395,-0.2701303532578406,0.016254794209030612,191.0,108.0,188.0,178.0,134.0
"Macon,Warner-Robbins,GA",-0.8180217760841546,-0.6698086740272701,-0.8066729456593177,-0.7277220354812124,-0.8995143227643688,275.0,244.0,278.0,263.0,287.0
"Madison,WI",1.0829807153901154,0.5940743970226213,0.9591737400179127,1.2513611984868105,0.6274603276895615,43.0,69.0,45.0,33.0,69.0
"Manchester,NH",-0.2077152681357959,-0.4925038547851931,-0.4065009525237039,-0.02246548165038837,-0.6889833343693518,159.0,218.0,204.0,139.0,247.0
"Mansfield,OH",-0.8426576960411686,-1.0862310047419688,-0.7250030539777244,-0.8188079959756027,-0.6185377112725423,283.0,307.0,263.0,278.0,240.0
"McAllen-Edinburg-Mission,TX",-1.1381376749011511,-1.4441999267768078,-1.113414491950641,-0.9601940400287108,-1.589743333024833,313.0,320.0,314.0,295.0,326.0
"Medford,OR",-0.543604984520088,-0.8895120161608079,-0.571149993093998,-0.5073351027134648,-0.40681194535629056,229.0,279.0,235.0,222.0,194.0
"Melbourne-Titusville-Palm-Bay,FL",-0.2837960086094131,0.43176307567647687,-0.3962749406580948,-0.4741814734596084,-0.1663837512269548,180.0,83.0,198.0,216.0,164.0
"Memphis,TN-AR-MS",0.5108597144714662,0.3675869826531181,0.7329537893135882,0.3918455322548051,0.6335500302977456,67.0,97.0,57.0,76.0,67.0
"Miami-Hialeah,FL",1.0076086352009324,0.4425361194273032,1.3442638025118505,0.44770447367661004,1.2729317689648307,47.0,81.0,31.0,73.0,31.0
"Middlesex-Somerset,Hunterdon,NJ",1.6632669807650233,1.3282202477681164,1.4473867139501182,1.9245047647412752,1.3856194094518417,23.0,26.0,25.0,16.0,28.0
"Middletown,CT",0.41854515200329284,0.2707143971075494,0.1730304375285764,0.5473542691498062,0.30917717706065995,73.0,105.0,104.0,63.0,97.0
"Midland,TX",-0.5224132616166002,0.4008324862194175,-0.5895250298486916,-0.6828088607648624,-0.460591165575038,227.0,91.0,239.0,253.0,205.0
"Milwaukee,WI",1.479905599846348,1.206251678390927,1.3851593802340991,1.5427942384509317,1.112339208315406,29.0,34.0,29.0,28.0,41.0
"Minneapolis-St.-Paul,MN-WI",1.8855034649114695,1.3244534464138322,1.8336305214211086,2.0642680226996872,1.1288027206008757,17.0,27.0,16.0,12.0,39.0
"Mobile,AL",-0.32877535258570195,-0.852669837251979,-0.1050254780015046,-0.4416495723405943,-0.34249743582577824,193.0,273.0,141.0,206.0,186.0
"Modesto,CA",-1.0833647212444446,-1.4836997254815194,-0.9832343537221354,-1.1511675823106025,-0.934518179159369,310.0,324.0,304.0,310.0,296.0
"Monmouth-Ocean,NJ",0.8773359470527972,1.0196609490508926,0.7013569935309262,0.760775268015299,0.6335027520503026,51.0,38.0,60.0,52.0,68.0
"Monroe,LA",-0.9720829839080581,-0.8593335484536595,-0.9047274043064373,-1.0054463450319338,-1.010537400676738,296.0,274.0,296.0,298.0,302.0
"Montgomery,AL",-0.9342061654000964,-1.0186848064892904,-0.8831368473473002,-0.921033365627963,-1.0381811420379865,290.0,298.0,294.0,288.0,304.0
"Muncie,IN",-0.25807159251725376,-0.0826492102426664,-0.1839210056393838,-0.14520364381269915,-0.017259157288764548,173.0,147.0,154.0,162.0,140.0
"Muskegon,MI",-0.76921178287405,-0.9896731257308737,-0.5036983166229707,-1.034373896409222,-0.4076149957813113,266.0,291.0,223.0,302.0,197.0
"Nashua,NH",-0.13164908810166592,-0.03089148602053059,-0.40257075215797644,-0.010595712788534108,-0.4534459753772943,149.0,144.0,200.0,138.0,202.0
"Nashville,TN",0.31593509866510655,0.7070867059417254,0.352703813869059,0.2816149038479548,0.43881027024669517,87.0,62.0,85.0,93.0,82.0
"Nassua-Suffolk,NY",1.7164446735104133,2.5812692137424524,1.442762909404339,1.7648454515280863,1.5248935717483567,21.0,9.0,26.0,22.0,25.0
"New-Bedsford,MA",-0.9428497800940215,-0.9622102473592431,-0.8719620616909359,-1.0664978459815284,-0.758888944443461,293.0,287.0,289.0,305.0,264.0
"New-Britain,CT",0.44548181390601643,0.0847631714435579,0.3211405322659903,0.588671877409987,0.264040930328075,71.0,131.0,88.0,60.0,99.0
"New-Haven-Meriden,CT",1.636001921678928,1.2223579530374646,1.5275330367365516,1.8140349866824084,1.5832803222414547,24.0,33.0,23.0,21.0,22.0
"New-London-Norwich,CT-RI",0.4086217260883973,0.7673817007477483,0.1668462218601844,0.5242636430100219,0.4559249797073554,75.0,59.0,107.0,65.0,81.0
"New-Orleans,LA",1.1296533128198114,1.1732227094369962,1.2624245996351857,0.9304398626146356,1.0890144689378312,39.0,35.0,33.0,46.0,43.0
"New-York,NY",6.35546942833083,5.395385085712325,6.956281059227155,5.908001569867296,5.956747718853908,1.0,1.0,1.0,1.0,1.0
"Newark,NJ",2.295247167045644,0.979009290060494,2.3212983225928934,2.313667953148598,1.8669597759740886,9.0,43.0,9.0,8.0,15.0
"Niagara-Falls,NY",-0.4307473519422953,-0.32746235841136606,-0.4374877686923417,-0.47406962700996286,-0.3208141436631275,213.0,187.0,210.0,215.0,181.0
"Norfolk-Virginia-Beach-Newport-News,VA",0.6250321439395119,1.1307435438320963,0.6145078707223556,0.5510619115824071,0.7907167808442623,61.0,37.0,64.0,62.0,56.0
"Norwalk,CT",1.7664823860321364,0.20395456238769133,1.2788382603718826,1.8194751457741973,0.8952735441550295,19.0,114.0,32.0,20.0,49.0
"Oakland,CA",1.096719671641248,0.8634151477129639,1.1907274353203385,0.7206756054618305,1.4900425178145797,42.0,52.0,36.0,54.0,27.0
"Ocala,FL",-0.30330122147280003,-0.1617375471662539,-0.2817849405425412,-0.3898595102834767,-0.4771584428509192,183.0,161.0,174.0,197.0,207.0
"Odessa,TX",-1.09826090231368,-1.011726714609131,-0.8572107899000027,-1.2537375725548787,-0.8160526026248937,311.0,297.0,288.0,314.0,269.0
"Oklahoma-City,OK",0.3159239394947785,0.9505956279400266,0.39217195766125135,0.26968513679771083,0.42577972421493454,88.0,45.0,81.0,96.0,83.0
"Olympia,WA",-0.6665747271388939,-0.27794258055650506,-0.6795790985664287,-0.725403088552174,-0.2789014407430566,251.0,177.0,254.0,262.0,173.0
"Omaha,NE-IA",0.8716133370412729,1.018093694707461,0.9005619885142979,0.9752122899711371,0.7657331637238667,52.0,39.0,47.0,44.0,59.0
"Orange-County,NY",0.30445319864109166,0.03628847994582431,0.20984617104833447,0.34239267679628865,-0.00850567550996063,91.0,138.0,99.0,84.0,137.0
"Orlando,FL",0.41657372312366286,0.46308232859755477,0.5195027046394342,0.2318329375943961,0.46801890050752903,74.0,79.0,69.0,101.0,79.0
"Owensboro,KY",-1.0535113605815123,-0.6880583100816777,-1.1063520348970408,-0.9498175410135307,-1.1430564429580363,306.0,249.0,313.0,294.0,313.0
"Oxnard-Ventura,CA",-0.4927069710695495,-0.6590532863412263,-0.6532895994823849,-0.7883572627485813,-0.44236185481631135,221.0,242.0,249.0,275.0,200.0
"Panama-City,FL",-1.0787083308294891,-0.867717515724479,-0.9283439806675859,-1.2698138551486131,-0.904601528322114,309.0,276.0,299.0,316.0,289.0
"Parkerburg-Marietta,WV-OH",-0.7869839037237223,-0.1532845881027371,-0.8369181726109948,-0.7323945068711194,-0.5878700352315668,268.0,160.0,284.0,265.0,228.0
"Pascagoula,MS",-1.9158579151554456,-1.4658959179652356,-1.8898715866606104,-2.1173575786199526,-1.9494646537123042,329.0,323.0,329.0,329.0,329.0
"Pawtucket-Woonsocket-Attleboro,RI-MA",0.17722392225194267,0.07567493636926405,0.07696374822035235,0.2885609055965791,0.23155007443537254,103.0,132.0,115.0,92.0,104.0
"Pensacola,FL",-0.5036090850035332,-0.3797151175001319,-0.3293661783109967,-0.6280938430221125,-0.24752637242421915,223.0,198.0,183.0,249.0,172.0
"Peoria,IL",-0.64364449676342,-1.191920199952078,-0.6008989433203993,-0.6852544103700378,-0.8446041586341466,247.0,313.0,242.0,255.0,277.0
"Philadelphia,PA-NJ",3.119925944507551,3.551209398635818,3.2207307608933315,3.330500860882529,3.264171041184461,7.0,4.0,7.0,5.0,7.0
"Phoenix,AZ",0.5360730875313964,0.5736656351021482,0.5681634203571561,0.45052773563371395,0.5378751631624072,65.0,71.0,66.0,72.0,74.0
"Pine-Bluff,AR",-1.3853950784117672,-1.8727001066374456,-1.1788754111495987,-1.3820651307674936,-1.3844755961326631,322.0,328.0,321.0,321.0,324.0
"Pittsburgh,PA",2.017631246265346,2.5438422704858925,1.9733602444113807,2.242560323801266,2.1349577837358438,10.0,10.0,12.0,9.0,9.0
"Pittsfield,MA",-0.04959038647137233,0.01905325816738308,-0.1665162383347156,0.1868551446841636,-0.04255186663277582,130.0,140.0,147.0,107.0,145.0
"Portland,ME",0.37472465920941395,0.9397340377154098,0.2464913384150066,0.3469548799679334,0.39076707494003915,80.0,47.0,94.0,82.0,88.0
"Portland,OR",1.0992828412831313,0.9918465752508917,1.2432608780470416,0.9394618410800359,1.6937388724670772,41.0,41.0,34.0,45.0,20.0
"Portsmouth-Dover-Rochester,NH-ME",-0.23354649362545918,0.0849816052633725,-0.5472814472160314,-0.0048461366270909,-0.5947157117363582,165.0,130.0,230.0,136.0,230.0
"Poughkeepsie,NY",-0.12476460722602131,-0.11536909157354194,-0.3419568745433276,-0.005327416837278422,-0.35004438725354864,146.0,149.0,187.0,137.0,188.0
"Providence,RI",1.5297259432900798,1.5412060510850616,1.506062180485758,1.6592475822110682,1.6796973933675496,27.0,20.0,24.0,24.0,21.0
"Provo-Orem,UT",-0.25052428981021646,-0.3329801252355635,-0.42511364557933995,-0.2982176486562327,-0.3444725222214525,172.0,189.0,207.0,183.0,187.0
"Pueblo,CO",-0.7927946992419247,-1.0234073615021027,-0.6505884569102118,-0.8558457369396427,-0.6977719583031265,273.0,300.0,248.0,286.0,250.0
"Racine,WI",-0.34438253976131344,-0.9122194565633915,-0.3218218467392412,-0.3848582944599758,-0.4556344576895062,198.0,282.0,181.0,195.0,203.0
"Raleigh-Durham,NC",1.7617474021038948,2.3325656718751526,1.7729249917284133,1.9132586501068198,2.002409380010477,20.0,11.0,19.0,17.0,14.0
"Reading,PA",-0.1787900498543719,0.3835639661439385,-0.2906489240898276,-0.02751101906476827,-0.005071985200221407,155.0,94.0,175.0,140.0,136.0
"Redding,CA",-0.4168054660497195,-0.1693117227755204,-0.4179981418360158,-0.599624604392465,-0.11192131656609132,211.0,162.0,206.0,241.0,158.0
"Reno,NV",0.3315079268454789,-0.37973153901541995,0.2246267448985635,0.16349571730047424,0.0690832078255295,85.0,199.0,97.0,112.0,123.0
"Richland-Kinnewick-Pasco,WA",-1.3865489142395668,-1.1798197137863764,-1.36800832373531,-1.6206147832677837,-1.3458482768551032,323.0,312.0,324.0,328.0,322.0
"Richmond-Petersburg,VA",1.0453829178252227,1.3079481521699126,1.0926050953521953,1.0341822637776936,1.1454405433142132,45.0,28.0,39.0,41.0,35.0
"Riverside-San-Bernardino,CA",0.10214926734475183,-0.5357445544244863,0.2739296841836958,-0.09598685969932443,0.06465597232316904,118.0,223.0,93.0,153.0,124.0
"Roanoke,VA",-0.3404068641404526,0.21950876479822704,-0.35423564460414997,-0.3819384192753175,-0.06240120735739147,197.0,111.0,192.0,194.0,147.0
"Rochester,MN",-0.07354030318871511,-0.4231985338556763,-0.26147530070274966,0.04843592647360977,-1.0006249306416601,141.0,207.0,170.0,124.0,301.0
"Rochester,NY",1.4558651810393868,1.9114162875502483,1.3647388374256317,1.6017384204579967,1.5688646334715703,31.0,17.0,30.0,27.0,23.0
"Rockford,IL",-0.7304282619404026,-1.4139351143713232,-0.6047348705632403,-0.7071093283808481,-0.8481450452481187,260.0,318.0,243.0,261.0,278.0
"Sacramento,CA",0.2893176280884495,-0.1212277127230209,0.3658208103793169,0.12725834958303187,0.34367210383949043,93.0,151.0,84.0,119.0,93.0
"Saginaw-Bay-City-Midland,MI",-0.46331311541014475,-0.835474186483317,-0.36077456366322364,-0.5045860005615664,-0.3976329925022658,217.0,271.0,193.0,221.0,193.0
"St.-Cloud,MN",-0.5082873561273678,-0.7758782738282938,-0.6999195950069059,-0.27267216544770856,-1.2354526726713788,224.0,264.0,256.0,180.0,319.0
"St.-Joseph,MO",-0.8342636917078871,-0.5444596150830587,-0.7731671180288128,-0.7433244920654888,-0.7021044958267376,281.0,224.0,271.0,268.0,251.0
"St.-Louis,MO-IL",1.9104987755268603,2.1423005158805033,2.0275447965219167,1.986427197835745,2.126322840370486,15.0,13.0,11.0,14.0,10.0
"Salem,OR",0.14928671739336494,0.18392802265225452,0.2007616285005035,0.15818529294875872,0.7144111528591093,109.0,117.0,101.0,113.0,61.0
"Salem-Glouster,MA",0.19222706989386942,0.3887891414815558,-0.07296711117856221,0.20754898602650565,0.032519728817505374,102.0,93.0,137.0,104.0,129.0
"Salinas-Seaside-Monterey,CA",-0.13801065811459567,-0.27402822113623887,-0.27437234070149547,-0.5179731812268198,0.08135453349581538,150.0,176.0,173.0,224.0,121.0
"Salt-Lake-City-Ogden,UT",0.5047213791858758,0.7128906343718148,0.4613184450353224,0.23123965349388156,0.4016792669573837,68.0,61.0,74.0,102.0,86.0
"San-Angelo,TX",-0.8604219918981324,-0.3516252269349874,-0.8367159989993275,-0.8325035946968558,-0.837198976269165,286.0,192.0,283.0,281.0,275.0
"San-Antonio,TX",0.30046941514082187,0.3565675019744148,0.3693064346087029,0.36240968023568876,0.16854881841774091,92.0,98.0,83.0,80.0,111.0
"San-Diego,CA",1.510576820120027,1.5316258520223638,1.4026225083382422,1.2034220024025124,1.754263349114117,28.0,21.0,28.0,38.0,19.0
"San-Francisco,CA",3.541263269478223,3.2438216168928924,3.457829170131675,3.154547463249589,3.775924585300063,5.0,5.0,6.0,6.0,2.0
"San-Jose,CA",1.1921439218493364,0.8379190450574335,0.9946959858842632,0.9973904578164985,1.11185433750095,35.0,55.0,43.0,43.0,42.0
"Santa-Barbara-Santa-Maria-Lompoc,CA",0.6711217280521657,0.4278149289731916,0.4426567680050569,0.35741238362543465,0.8531229121782558,58.0,84.0,75.0,81.0,52.0
"Santa-Cruz,CA",0.3545248495154882,-0.1323964366027647,0.22898856854096586,0.1682847745793194,0.4782615121739758,82.0,153.0,96.0,111.0,78.0
"Santa-Rosa-Petaluma,CA",0.15925401556590074,-0.14563475974224152,0.010679997023753492,0.025773355317404913,0.15073640793976423,107.0,157.0,123.0,130.0,112.0
"Sarasota,FL",-0.20007763918426608,-0.17705652336867117,-0.3633744974696698,-0.23153671818367436,-0.6499419028014874,157.0,164.0,194.0,171.0,245.0
"Savannah,GA",-0.2327218144048587,-0.2543749582317746,0.011446832081972072,-0.5085711860689379,-0.036304641489339554,164.0,173.0,122.0,223.0,143.0
"Scranton-Wilkes-Barre,PA",0.04911346701123095,0.6485189869742853,-0.06488745054189912,0.3135234438456534,0.2608188656061345,123.0,65.0,135.0,89.0,101.0
"Seattle,WA",1.6219408385219443,2.7140282877287527,1.6118143969769376,1.2187708702957059,2.056934360772234,25.0,8.0,21.0,35.0,11.0
"Sharon,PA",-0.7353632836764983,-0.5144765360987968,-0.8145297744234729,-0.5036012555489122,-0.57480834078616,261.0,220.0,279.0,220.0,225.0
"Sheboygan,WI",-0.7587575355221955,-0.9413786637776858,-0.8894072161456033,-0.6217071276169704,-1.0405441298951625,263.0,284.0,295.0,246.0,305.0
"Sherman-Denison,TX",-1.2355037365743122,-0.9684711516270436,-1.135206562290278,-1.2161011311416432,-1.1155798325181294,319.0,288.0,318.0,312.0,311.0
"Shreveport,LA",-0.05083588685132109,0.2113222999147326,0.05740376916289918,-0.04030569067897178,0.025948148036395002,131.0,113.0,117.0,143.0,130.0
"Sioux-City,IA-NE",-0.5215849838968528,-0.7262501533752943,-0.5103488649848749,-0.4057476169095139,-0.7175505703122965,226.0,258.0,224.0,199.0,255.0
"Sioux-Falls,SD",-0.05481114980183358,-0.48882655144262704,-0.18778084253945349,0.15116150863443079,-0.6016968712827974,135.0,217.0,155.0,114.0,232.0
"South-Bend-Mishawaka,IN",-0.06922974577162463,0.32336236323237505,0.03892585131288307,-0.0799765623704286,0.23986301694653203,137.0,101.0,118.0,151.0,103.0
"Spokane,WA",-0.2195789897609337,0.017814339023562175,-0.16780181451757606,-0.21101996719792857,0.041307179589763605,162.0,141.0,148.0,169.0,126.0
"Springfield,IL",0.5927677801486597,0.424990586387097,0.6877130035332999,0.6300002750914878,0.6898712323730897,64.0,86.0,61.0,58.0,62.0
"Springfield,MA",0.7434196426291038,0.368043773152065,0.7947954581998781,0.8999972495372841,0.8718452566007592,56.0,96.0,54.0,49.0,51.0
"Springfield,MO",-0.5775969241676282,-0.062438534375087736,-0.5498006553450862,-0.5842638434802887,-0.40759632158774556,233.0,145.0,231.0,236.0,196.0
"Stamford,CT",1.935163199667494,-0.7048175867507459,1.4277511689478466,1.9737451402315223,0.7739290402864415,13.0,253.0,27.0,15.0,58.0
"State-College,PA",-0.2815535674615775,-0.30126474015048627,-0.3925879767884212,-0.069092744517471,-0.18076767034238916,179.0,180.0,197.0,149.0,166.0
"Steubenville-Weirton,OH-WV",-1.1555952997822907,-1.0250667956274406,-1.2107317365500794,-1.0324476618148055,-1.1004332879187368,314.0,301.0,322.0,301.0,310.0
"Stockton,CA",-0.9530914412074567,-1.1219388242857022,-0.7926502892502754,-1.2485930258736306,-0.8175702983287529,295.0,308.0,275.0,313.0,270.0
"Syracuse,NY",0.8654687423754891,1.3620765175232565,0.7950243543610708,0.9171778077059519,1.1148622877713692,53.0,25.0,53.0,47.0,40.0
"Tacoma,WA",-0.11743285652937062,0.9239155706536721,-0.03497611480668612,-0.522530179059012,0.5970929699311471,144.0,50.0,129.0,228.0,71.0
"Tallahassee,FL",-0.09983234015802621,-0.34596791798691845,-0.07963440765296888,-0.11827639448457936,-0.23850967100241038,142.0,191.0,139.0,157.0,170.0
"Tampa-St.-Petersburg-Clearwater,FL",0.6453030524876886,0.9216779713107199,0.7317143841921647,0.5298080056285659,0.6757329604267635,59.0,51.0,58.0,64.0,64.0
"Terre-Haute,IN",-0.5625476740386585,-0.10619320169796627,-0.5461250739454405,-0.41613720000178067,-0.24055242039180164,230.0,148.0,229.0,200.0,171.0
"Texarkana,TX-Texarkana,AR",-0.9978044199485588,-1.0850102014527712,-0.9321954319364849,-0.8280429797780439,-0.9271767149572941,299.0,306.0,300.0,280.0,293.0
"Toledo,OH",0.3763814163975865,0.26308593944600234,0.43949732969493915,0.38291324274653726,0.40157215537432134,79.0,106.0,77.0,78.0,87.0
"Topeka,KS",-0.12218935467768326,-0.140326010469349,-0.05887236427479304,-0.06639637573278077,-0.08487548726780213,145.0,155.0,133.0,148.0,154.0
"Trenton,NJ",0.8377274656839829,0.5206925720299419,0.830849426930531,0.8718014296689076,0.9837948573840383,55.0,74.0,49.0,50.0,46.0
"Tuscon,AZ",0.20221780417692084,0.42745799001797885,0.2927921022072607,-0.053488786183734094,0.3448203103063266,99.0,85.0,91.0,145.0,92.0
"Tulsa,OK",-0.053182214411592266,0.4081644620883005,-0.024883238670859543,-0.12487688463019579,-0.09849985540730039,133.0,90.0,128.0,160.0,155.0
"Tuscaloosa,AL",-0.8185457891982569,-0.978640273499106,-0.7008327177897133,-0.8508724085116459,-0.8553366724378331,276.0,289.0,257.0,283.0,280.0
"Tyler,TX",-0.17747566857800534,0.03919110977754554,-0.20833035658435295,0.04298836584020383,-0.11293201474670983,154.0,137.0,157.0,126.0,159.0
"Utica-Rome,NY",-0.2721580897873685,0.411777119929432,-0.4057027628165034,-0.10787772265482895,-0.08128727272924458,177.0,88.0,202.0,156.0,153.0
"Vallejo-Fairfield-Napa,CA",-0.22006472429359436,0.04919577107626558,-0.2322789021047799,-0.4011440498075286,0.10525931956529269,163.0,135.0,162.0,198.0,118.0
"Vancouver,WA",-0.8280850878874386,-0.5756146362351804,-0.8282829363289043,-0.9739933656839511,-0.49924394104978614,278.0,230.0,280.0,296.0,212.0
"Victoria,TX",-0.9094885346758735,-1.0000241560636842,-0.9276381436096219,-0.8528287899470925,-1.2652411931861072,288.0,293.0,298.0,284.0,320.0
"Vineland-Millville-Bridgeton,NJ",-0.42052601851790544,-0.35909301580538155,-0.30011011944598837,-0.4873043216916202,-0.14252365301678863,212.0,193.0,177.0,218.0,162.0
"Visalia-Tulare-Porterville,CA",-1.1703161200413312,-1.0230222331313616,-1.1194747675152048,-1.4593790392602066,-1.170543775738157,315.0,299.0,315.0,323.0,316.0
"Waco,TX",-0.6855423877662968,-0.7387602083506497,-0.5907258079469911,-0.623858945236846,-0.735986718247196,254.0,259.0,240.0,247.0,259.0
"Washington,DC-MD-VA",3.759234914880485,3.02570612135039,3.7825730307657994,3.870217881950063,3.554426775075172,3.0,6.0,3.0,3.0,4.0
"Materbury,CT",-0.24587169441700513,-0.6555254940881706,-0.3453460281274711,-0.1023336259204708,-0.3786079566085808,168.0,241.0,190.0,155.0,191.0
"Waterloo-Cedar-Falls,IA",-0.19214169356034339,-0.6774593135605198,-0.2605790201669522,-0.035865465186713116,-0.5471788978130333,156.0,247.0,169.0,141.0,218.0
"Wausau,WI",-0.4827526408403353,-0.9238858517451046,-0.6223595193508671,-0.26236739456116276,-0.9558782533508273,219.0,283.0,246.0,175.0,297.0
"West-Palm-Beach-Boca-Raton-Delray-Beach,FL",0.7341828405694879,0.6827177518379801,0.7420016533456519,0.4821219502363281,0.8062062795127305,57.0,64.0,56.0,69.0,55.0
"Wheeling,WV-OH",-0.5859966923151515,-0.13348833414616046,-0.7113054174109903,-0.34035946538329864,-0.4919570335906517,236.0,154.0,260.0,190.0,210.0
"Wichita,KS",-0.1570413800945434,-0.12903404580967748,-0.07735771291453955,-0.1242215354423341,-0.07684239197329058,153.0,152.0,138.0,159.0,151.0
"Wichita-Falls,TX",-0.8337004148451843,-0.7624137821042165,-0.746919809049205,-0.8119838400812911,-0.8642138392194539,280.0,263.0,268.0,277.0,281.0
"Williamsport,PA",-0.6451952500200879,-0.8612562033758085,-0.6778796110386738,-0.4286944103965296,-0.5560983529820793,248.0,275.0,253.0,201.0,220.0
"Wilmington,DE-NJ-MD",0.45820101168820077,0.7811280137183854,0.5002922667627672,0.4647627361262731,0.6792449876809347,70.0,58.0,71.0,71.0,63.0
"Wilmington,NC",-0.3570847849311183,-0.2408720133823302,-0.2000656924218844,-0.5209525325513278,-0.1006604375865588,201.0,170.0,156.0,226.0,156.0
"Worcester,MA",0.3569375902901065,0.1962978069171346,0.2831721777188785,0.612140323910011,0.36822790088819507,81.0,116.0,92.0,59.0,91.0
"Yakima,WA",-0.8950764350604145,-0.725669580355199,-0.785923872419957,-1.0366745504317272,-0.7238373181825899,287.0,257.0,274.0,303.0,256.0
"York,PA",-0.6090447191752748,-0.6873394541241482,-0.737820123921443,-0.3895758112261825,-0.6903839570437312,240.0,248.0,266.0,196.0,248.0
"Youngstown-Warren,OH",-0.32837798302380644,-0.49967432796425026,-0.22891203735665458,-0.27056689649192917,-0.13385085738523234,192.0,219.0,161.0,179.0,160.0
"Yuba-City,CA",-1.296801668282224,-1.6961359975440116,-1.1522653259001086,-1.420943302764843,-1.1578666936793864,321.0,327.0,320.0,322.0,315.0
