artistID,artist_name,unique_listeners,total_plays,median_plays,log_weighted_popularity,rank_listeners,rank_plays,rank_change
7239,Stray Cats,4,1317,277.5,22.409389192543006,2829,4230,-1401
4723,Messer Chups,4,662,129.0,19.79322478118215,2829,6336,-3507
7074,British Sea Power,4,1388,321.5,22.802611249005942,2829,4071,-1242
5585,Masterplan,4,737,142.5,20.243212502150005,2829,5996,-3167
5581,Aesthetic Perfection,4,648,164.0,20.200900890548223,2829,6418,-3589
9122,Insect Warfare,4,3190,333.0,23.065240274547733,2829,2343,486
3585,Blake Shelton,4,2154,446.5,22.519402808913366,2829,3072,-243
3581,Alabama,4,2298,386.5,23.236132887617387,2829,2926,-97
1762,Zbigniew Preisner,4,958,239.0,19.303893221011023,2829,5168,-2339
1757,Secos & Molhados,4,1813,464.0,24.25331246822218,2829,3419,-590
7077,Babasónicos,4,1099,176.5,21.48265992227525,2829,4755,-1926
7130,Joe Dassin,4,1227,167.0,21.331965776853025,2829,4429,-1600
7142,Afro Celt Sound System,4,1231,251.0,17.199759930029405,2829,4414,-1585
7140,Eva Cassidy,4,560,122.5,18.43767555065418,2829,6986,-4157
1784,Бумбокс,4,1234,300.0,22.211214939190583,2829,4409,-1580
1739,Frozen Silence,4,930,120.5,19.92229355056428,2829,5246,-2417
1685,Everlife,4,1716,116.5,20.950121877237557,2829,3545,-716
11139,Bob Sinclar,4,9354,251.0,24.54452431709046,2829,1005,1824
5212,Rick Wright,4,898,114.0,16.963649877813992,2829,5343,-2514
8360,Ximbica,4,957,182.0,20.777564004178195,2829,5171,-2342
12495,Casiotone for the Painfully Alone,4,1158,293.0,22.43653792196919,2829,4596,-1767
12491,Abe Vigoda,4,2974,308.0,23.918015583561353,2829,2466,363
4032,Glass Candy,4,1916,462.5,23.91166642253129,2829,3308,-479
11124,J.J. Cale,4,1274,213.0,20.850107241419636,2829,4322,-1493
11170,Король и Шут,4,790,151.5,20.345749206075958,2829,5764,-2935
6140,John Denver,4,3433,970.5,25.127558486622256,2829,2216,613
7113,Dark Age,4,2338,560.5,24.608438792553226,2829,2896,-67
24,Feindflug,4,290,78.5,15.826212767441929,2829,9611,-6782
23,The Kovenant,4,1699,330.0,21.9821807235296,2829,3566,-737
1716,Cliff Martinez,4,2023,503.0,24.123082775835726,2829,3196,-367
1715,Lisa Gerrard,4,758,95.0,17.710183925057308,2829,5898,-3069
4702,Marta Sánchez,4,958,194.5,21.03563517563281,2829,5168,-2339
4701,Mala Rodríguez,4,397,93.0,18.127117410741448,2829,8312,-5483
1,MALICE MIZER,3,771,212.0,15.887182494279742,3522,5838,-2316
7111,Gabriel Fauré,3,583,120.0,15.230905849528124,3522,6840,-3318
3,Carpathian Forest,3,775,330.0,15.453419691146252,3522,5823,-2301
1712,Megaherz,3,3341,624.0,19.22093753461222,3522,2261,1261
1730,Teitur,3,667,226.0,15.45313001397485,3522,6304,-2782
7057,Le Orme,3,1168,423.0,17.676987105842272,3522,4567,-1045
7061,Bonde da Stronda,3,2382,623.0,19.844275976508218,3522,2852,670
13939,Júpiter Maçã,3,831,277.0,15.801441100343434,3522,5589,-2067
10309,The Red Chord,3,583,199.0,15.546245325354555,3522,6840,-3318
10316,Allstar Weekend,3,1349,254.0,17.205896708304774,3522,4159,-637
4678,Psycroptic,3,878,294.0,16.181577363870744,3522,5417,-1895
4679,Luca Turilli,3,558,134.0,15.290354799470272,3522,6999,-3477
4746,Sanctus Real,3,934,247.0,16.938833613605716,3522,5231,-1709
10228,水樹奈々,3,813,294.0,15.373798323659448,3522,5666,-2144
10244,misono,3,412,61.0,13.785488368375395,3522,8179,-4657
13854,Последние Танки В Париже,3,5151,1945.0,22.216103882853403,3522,1637,1885
1773,Yoñlu,3,650,188.0,15.105869844073494,3522,6409,-2887
1780,Libera,3,463,171.0,14.709406794552464,3522,7714,-4192
7146,Cracker,3,1060,285.0,16.156941293781518,3522,4860,-1338
7151,Sloan,3,998,400.0,16.423094248206965,3522,5046,-1524
1651,Cascadura,3,1911,681.0,19.186775617373705,3522,3317,205
11676,Souad Massi,3,625,78.0,14.378195915660642,3522,6558,-3036
11685,Gucci Mane,3,514,137.0,13.757796695773802,3522,7302,-3780
11695,Mac Miller,3,851,263.0,16.702932636497113,3522,5513,-1991
3540,Discharge,3,660,256.0,15.567676444531852,3522,6350,-2828
3541,Alva Noto,3,987,316.0,17.382921286353096,3522,5078,-1556
3542,Theatres des Vampires,3,5045,385.0,15.788473181029008,3522,1667,1855
5610,Samsas Traum,3,835,314.0,16.822673748930328,3522,5573,-2051
3495,Leigh Nash,3,1570,436.0,18.15343398749594,3522,3745,-223
3609,Clint Black,3,1067,209.0,16.07851351249878,3522,4840,-1318
3611,Hank Williams Jr.,3,630,205.0,15.39390765051099,3522,6520,-2998
3613,Toad the Wet Sprocket,3,4500,392.0,18.994496789292924,3522,1804,1718
11623,As Tall as Lions,3,1389,189.0,16.169214530136422,3522,4068,-546
11625,Rosetta,3,86,26.0,9.935712699830866,3522,13937,-10415
11630,Edgar Froese,3,1337,330.0,17.95558107063494,3522,4190,-668
3587,Gary Allan,3,1972,526.0,19.13025419164742,3522,3251,271
9185,Resgate,3,1330,183.0,16.819710876209093,3522,4199,-677
3494,Tommy february6,3,660,203.0,16.110280391217827,3522,6350,-2828
11612,Woe,3,112,22.0,8.722742874329398,3522,13236,-9714
11613,Nvblado,3,115,25.0,10.452533389121816,3522,13143,-9621
11614,Pianos Become The Teeth,3,172,72.0,11.825222098185929,3522,11749,-8227
5536,Example,3,4229,113.0,17.070980881269975,3522,1894,1628
5545,Mark Snow,3,854,332.0,16.353983803730618,3522,5498,-1976
5546,Ambulance LTD,3,1505,393.0,18.11170598261382,3522,3839,-317
9199,나르샤,3,1569,234.0,17.605483436638263,3522,3748,-226
9206,Frank Black,3,251,69.0,12.807789609484232,3522,10240,-6718
3573,ATC,3,1997,287.0,18.039282101225805,3522,3223,299
3549,Mnemic,3,3306,997.0,20.98506859918564,3522,2288,1234
5617,Gianna Nannini,3,1137,85.0,13.967233722330013,3522,4653,-1131
5624,Fiorella Mannoia,3,323,132.0,13.709423111489585,3522,9146,-5624
9082,Thriving Ivory,3,4779,1416.0,18.205629015356262,3522,1730,1792
9087,島みやえい子,3,4144,1091.0,21.570890244011444,3522,1923,1599
9089,川田まみ,3,1747,843.0,17.323726280332608,3522,3496,26
3508,Nurse With Wound,3,1838,2.0,9.71202433782489,3522,3390,132
3484,Crystal Kay,3,1431,385.0,17.546760375256788,3522,3980,-458
9056,Aziza Mustafa Zadeh,3,353,139.0,14.105729410068026,3522,8780,-5258
5653,Kidneythieves,3,972,374.0,16.828818716757617,3522,5125,-1603
5657,Margot & the Nuclear So and So's,3,557,106.0,14.510283416393595,3522,7011,-3489
9013,鷺巣詩郎,3,1318,324.0,16.808664510503462,3522,4225,-703
11592,Airiel,3,749,292.0,15.07848520929602,3522,5939,-2417
11602,The Pogues,3,966,460.0,14.97499088979983,3522,5147,-1625
3589,Billy Currington,3,768,323.0,15.861121235125205,3522,5854,-2332
3628,Hunter,3,3966,133.0,17.307057350288602,3522,1992,1530
3635,Monty Python,3,1804,171.0,17.418211887837067,3522,3431,91
11609,Suffocate For Fuck Sake,3,221,81.0,10.439805469063055,3522,10739,-7217
11611,Lantlôs,3,220,76.0,12.765588428465264,3522,10755,-7233
9045,Bandista,3,3531,1111.0,20.236278021505314,3522,2163,1359
11724,Mark Owen,3,2912,1082.0,20.575623303118995,3522,2496,1026
3536,Lustmord,3,606,168.0,15.807168288040025,3522,6678,-3156
849,Feed Her To The Sharks,3,813,152.0,16.226403538844167,3522,5666,-2144
3415,Warrel Dane,3,1075,153.0,16.66605982167327,3522,4825,-1303
5530,Roll Deep,3,544,93.0,14.836998432151557,3522,7084,-3562
3677,Brian Wilson,3,598,241.0,15.445491999629507,3522,6737,-3215
3683,Strachy Na Lachy,3,1456,286.0,17.214269134824768,3522,3927,-405
3648,Włochaty,3,5172,303.0,19.702954225035143,3522,1634,1888
8992,Bobby Brown,3,415,112.0,14.076097859953297,3522,8150,-4628
8998,Kool & The Gang,3,419,13.0,9.741556685389908,3522,8112,-4590
827,Ignite,3,1455,497.0,17.581489515850166,3522,3928,-406
3422,Autumn,3,2089,197.0,17.39503302114093,3522,3135,387
3454,Corpus Delicti,3,1198,330.0,17.736126359350532,3522,4492,-970
3487,アンジェラ・アキ,3,2481,803.0,20.131399167333125,3522,2781,741
11728,Erik Hassle,3,905,281.0,17.022043724644877,3522,5324,-1802
5662,Hem,3,1493,284.0,17.442212701088582,3522,3852,-330
5668,Warlock,3,431,133.0,14.564084876793327,3522,8001,-4479
5673,Deadlock,3,453,170.0,14.112985028006342,3522,7799,-4277
5644,Zander,3,2383,590.0,19.50467926985208,3522,2850,672
5677,Massiv,3,2669,206.0,18.27501247652881,3522,2653,869
5679,Marteria,3,2917,619.0,19.60774270254852,3522,2493,1029
5684,Ferras,3,1424,631.0,17.87516705239141,3522,3995,-473
5692,Roger Glover,3,677,304.0,15.24502483628842,3522,6258,-2736
8975,Bobby Womack,3,44,5.0,6.52795791762255,3522,15271,-11749
5474,Nneka,3,784,197.0,15.076568173421546,3522,5782,-2260
9231,Soccx,3,1277,268.0,17.77173619232335,3522,4313,-791
9250,Lee DeWyze,3,1053,333.0,17.382193846623537,3522,4879,-1357
9253,Classix Nouveaux,3,996,255.0,17.044105399805936,3522,5048,-1526
9255,Wang Chung,3,602,155.0,13.529970190424354,3522,6701,-3179
5483,Composition Of Sound,3,200,32.0,9.994789710942914,3522,11132,-7610
9222,Windir,3,473,158.0,15.18354369321819,3522,7625,-4103
5515,N.A.S.A.,3,627,252.0,15.540876631282133,3522,6542,-3020
5526,Black Stone Cherry,3,1066,320.0,17.583248210805625,3522,4842,-1320
3429,Krypteria,3,123,14.0,9.857967037234319,3522,12912,-9390
8887,Marika,3,395,174.0,13.378167710958088,3522,8332,-4810
5709,Kirlian Camera,3,557,209.0,15.57267858242271,3522,7011,-3489
8925,The Wonder Years,3,411,63.0,13.516004186544048,3522,8186,-4664
11806,David Crowder Band,3,1767,707.0,18.299672437698003,3522,3477,45
11548,The Early November,3,742,229.0,16.494288475774464,3522,5968,-2446
3697,Micachu,3,645,183.0,16.04838023278308,3522,6437,-2915
3702,Baths,3,752,207.0,16.33623212777072,3522,5922,-2400
15570,Blue Stahli,3,2444,909.0,19.762492146560287,3522,2810,712
762,the Chemodan,3,355,109.0,14.319746517505745,3522,8758,-5236
11753,Mayer Hawthorne,3,1220,75.0,15.41625478962964,3522,4449,-927
870,Skeletal Family,3,1198,457.0,17.609397295356825,3522,4492,-970
11756,Fisz Emade,3,833,151.0,16.264472190311523,3522,5581,-2059
8932,The Mongoloids,3,2898,1032.0,18.65527211818,3522,2505,1017
5697,Black Country Communion,3,466,118.0,14.988034799575596,3522,7694,-4172
5698,Subheim,3,6345,2421.0,22.63182473024354,3522,1381,2141
3418,Gazpacho,3,349,141.0,13.884334881914555,3522,8827,-5305
269,Dru Hill,3,219,16.0,10.84754908135564,3522,10772,-7250
272,Faith Evans,3,174,34.0,11.164218690680674,3522,11698,-8176
3696,Pantha du Prince,3,994,325.0,17.24293498412989,3522,5059,-1537
746,Salem,3,1072,311.0,17.566511489517676,3522,4830,-1308
750,Bill Withers,3,346,61.0,13.346037987681761,3522,8855,-5333
8868,I Am Robot and Proud,3,2698,357.0,18.839694848457352,3522,2633,889
3334,Fat Jon,3,2623,947.0,20.272720738155268,3522,2693,829
8881,Solution .45,3,696,222.0,16.27906801013251,3522,6173,-2651
5752,One Direction,3,1228,421.0,18.03266072161606,3522,4424,-902
8844,Charlotte Church,3,1877,218.0,17.049761812771973,3522,3354,168
3396,Isabella Taviani,3,2578,131.0,16.616018875602183,3522,2722,800
11784,Steve Reich,3,652,134.0,14.790547442553653,3522,6398,-2876
8854,Lesiëm,3,7768,194.0,18.049664670123928,3522,1176,2346
5729,Deep Insight,3,1744,64.0,15.643956281315948,3522,3501,21
3403,Emmanuel Horvilleur,3,1025,138.0,15.87788477798625,3522,4957,-1435
876,Revolting Cocks,3,1182,124.0,15.845942380124168,3522,4528,-1006
5760,Tim Urban,3,304,82.0,13.360516913156761,3522,9397,-5875
11890,Iyaz,3,504,115.0,14.94465981109394,3522,7379,-3857
3303,Barry White,3,2829,74.0,14.53833789262563,3522,2549,973
3277,ADULT.,3,907,252.0,16.9507067294826,3522,5314,-1792
739,Lulu Santos,3,973,170.0,16.636934086234167,3522,5120,-1598
3727,Periphery,3,1177,530.0,16.375459743065772,3522,4543,-1021
9261,Institute,3,7875,2782.0,23.373893173150456,3522,1159,2363
3338,Shwayze,3,613,182.0,15.136006404488121,3522,6632,-3110
3347,Andrew Jackson Jihad,3,1697,358.0,18.35807775646045,3522,3570,-48
11852,Frontside,3,5308,1202.0,21.539927695871256,3522,1598,1924
11859,Blacklisted,3,5342,660.0,21.208353628530297,3522,1590,1932
3351,Melt-Banana,3,695,212.0,13.827192062738114,3522,6177,-2655
3362,:(,3,1835,425.0,18.32979082239629,3522,3396,126
11822,OLIVIA inspi' REIRA (TRAPNEST),3,1289,227.0,16.79014502984574,3522,4283,-761
11825,岩崎琢,3,2444,391.0,18.838603926982557,3522,2810,712
11826,Prodigy,3,247,41.0,12.531129979336088,3522,10307,-6785
5810,Original Broadway Cast,3,893,348.0,16.967071959106523,3522,5361,-1839
5478,Stateless,3,508,148.0,13.880351220952399,3522,7347,-3825
5481,Hilltop Hoods,3,1969,449.0,16.419532688642434,3522,3254,268
9277,Across The Universe Soundtrack,3,642,217.0,16.082105713225165,3522,6457,-2935
9286,The Tornados,3,2580,99.0,16.852634263878016,3522,2719,803
5450,Motorocker,3,1291,356.0,17.861914095396035,3522,4278,-756
5451,Velhas Virgens,3,1307,355.0,18.067173178569966,3522,4248,-726
5454,Frejat,3,603,214.0,15.061427287211119,3522,6694,-3172
15247,Manual,3,331,39.0,12.825357977491663,3522,9049,-5527
939,Mindflow,3,559,200.0,14.846396315854617,3522,6993,-3471
3287,Throwing Muses,3,626,183.0,15.697841725376716,3522,6547,-3025
5803,Banco de Gaia,3,993,386.0,17.152493845856608,3522,5061,-1539
8786,Kelly Bailey,3,1001,428.0,16.648041316170588,3522,5039,-1517
8788,Dover,3,379,139.0,14.404840475883088,3522,8516,-4994
8795,Foghat,3,288,62.0,13.222340830342914,3522,9633,-6111
8816,Toto Cutugno,3,268,21.0,10.525890328570316,3522,9931,-6409
3203,Oh No Oh My,3,1493,502.0,18.634367803254932,3522,3852,-330
3249,Radical Face,3,8772,2358.0,22.58131164898146,3522,1051,2471
5461,ReVamp,3,1696,292.0,17.994058759166133,3522,3572,-50
5463,Blake McGrath,3,831,361.0,16.422966791274465,3522,5589,-2067
5465,Marie-Mai,3,930,277.0,16.98389276861549,3522,5246,-1724
9299,Lesley Gore,3,1327,425.0,17.726750336750495,3522,4203,-681
9307,Emmy the Great,3,1639,326.0,15.848141113109861,3522,3652,-130
11510,Jonathan Coulton,3,2084,393.0,18.69900060737343,3522,3140,382
3245,40 Below Summer,3,453,134.0,14.332338133925898,3522,7799,-4277
15218,Elliot Minor,3,8267,302.0,18.5410268920279,3522,1104,2418
3253,Figurines,3,3406,792.0,20.565743420531955,3522,2231,1291
3260,Woods,3,7949,524.0,21.285186766001402,3522,1146,2376
8738,Darius Rucker,3,1459,325.0,17.307622350969318,3522,3919,-397
5774,Chiquititas,3,686,218.0,15.247823388511238,3522,6218,-2696
5778,Kevin Federline,3,236,32.0,12.14630671743074,3522,10479,-6957
5780,4 Non Blondes,3,282,28.0,9.597777277564957,3522,9718,-6196
12000,The Field,3,1197,200.0,17.15462932377279,3522,4495,-973
695,Push Play,3,324,130.0,13.16398313362808,3522,9133,-5611
3775,Joy Electric,3,1022,245.0,15.88939166906346,3522,4973,-1451
3757,Brandi Carlile,3,1722,336.0,17.498751621185654,3522,3537,-15
1012,Kyau vs. Albert,3,361,139.0,12.509505028073185,3522,8697,-5175
11958,Vic Chesnutt,3,768,150.0,16.132708363326167,3522,5854,-2332
8703,Cold Cave,3,1760,820.0,17.95791930661201,3522,3484,38
11963,The Slits,3,383,46.0,11.270726507120859,3522,8468,-4946
3216,John Cage,3,184,57.0,10.66438683514689,3522,11472,-7950
3188,Terminal Choice,3,999,177.0,16.673689648038238,3522,5043,-1521
3190,Suicidal Romance,3,779,137.0,15.129177773042974,3522,5803,-2281
3194,Paradiso Girls,3,1004,344.0,17.010480500688534,3522,5028,-1506
1003,Johnny Hates Jazz,3,430,186.0,13.171336382000288,3522,8010,-4488
996,Mike & The Mechanics,3,1797,496.0,16.07748613386314,3522,3444,78
8721,Shane Mack,3,1006,311.0,17.19471260610607,3522,5020,-1498
11935,Jorge Ben,3,1447,377.0,18.200272947047168,3522,3941,-419
15119,Molotov,3,867,273.0,14.618655883734768,3522,5452,-1930
3794,Porcelain Black,3,533,34.0,11.83529877721194,3522,7166,-3644
315,Matt Pokora,3,3071,834.0,20.271894424843833,3522,2415,1107
16427,Visions of Atlantis,3,659,163.0,14.477837641184331,3522,6359,-2837
16437,Les Discrets,3,628,129.0,15.006410280722356,3522,6532,-3010
5447,The Dave Brubeck Quartet,3,314,108.0,13.008137009300661,3522,9271,-5749
3169,DJ Vadim,3,1176,184.0,16.385268719188474,3522,4549,-1027
5893,Chris Corner,3,812,343.0,16.15026076256085,3522,5673,-2151
8668,The Mission,3,830,125.0,14.722725024878347,3522,5595,-2073
8673,The Feelies,3,769,223.0,16.1591761720577,3522,5851,-2329
12027,Building 429,3,486,140.0,15.144730472307119,3522,7520,-3998
3145,King Tubby,3,347,140.0,12.444301834262424,3522,8848,-5326
11979,Murder by Death,3,3039,779.0,19.3908669855131,3522,2426,1096
5876,Don Caballero,3,679,129.0,15.406540070715018,3522,6250,-2728
8684,Broadway,3,1594,448.0,17.784411391205126,3522,3709,-187
8696,Pestilence,3,817,301.0,16.772633699311225,3522,5648,-2126
5918,The Danse Society,3,2024,176.0,13.391156165335403,3522,3194,328
5922,Narkotiki,3,2444,225.0,17.933467149156503,3522,2810,712
11475,Ef,3,751,182.0,15.937149148343899,3522,5927,-2405
5426,My American Heart,3,1272,237.0,16.481842529714413,3522,4328,-806
11501,David Coverdale,3,911,227.0,15.612168012454521,3522,5309,-1787
3807,State of Mind,3,416,31.0,12.0263716520588,3522,8140,-4618
1023,Fragma,3,400,140.0,12.565535699076541,3522,8287,-4765
1026,Sylver,3,340,130.0,12.272758858725204,3522,8939,-5417
5930,Cheese People,3,543,251.0,14.712192691717371,3522,7092,-3570
5932,Pogo,3,752,35.0,13.382645475667495,3522,5922,-2400
8604,Richgirl,3,435,97.0,14.599056787534495,3522,7960,-4438
16668,Danger Mouse and Sparklehorse,3,2284,825.0,18.582849592178842,3522,2946,576
232,Sunset Rubdown,3,3619,1491.0,19.804613037586027,3522,2129,1393
3126,Dionne Bromfield,3,645,175.0,15.513741459374433,3522,6437,-2915
8646,Elis,3,1003,356.0,14.7339693379228,3522,5033,-1511
12083,Robin Trower,3,624,195.0,13.520344550602749,3522,6563,-3041
9388,Slaughterhouse,3,505,61.0,13.021804648029324,3522,7372,-3850
11455,Zucchero,3,266,98.0,11.762157727046809,3522,9973,-6451
3837,Алиса,3,257,90.0,12.418511101227939,3522,10122,-6600
3826,Celeste,3,118,46.0,10.726412213600824,3522,13050,-9528
9400,tobyMac,3,2659,780.0,20.248718248336527,3522,2661,861
5411,Tujiko Noriko,3,1237,356.0,17.931041789254717,3522,4402,-880
5417,The 5.6.7.8's,3,580,108.0,14.86638812528717,3522,6854,-3332
9338,The Church,3,169,35.0,11.714755488152226,3522,11820,-8298
9346,Temple of the Dog,3,1138,385.0,15.448797019550332,3522,4650,-1128
3799,Misery Index,3,644,80.0,14.78544252565294,3522,6442,-2920
3830,Крематорий,3,716,195.0,16.319050524219954,3522,6086,-2564
12051,Los Pericos,3,1379,362.0,16.469813930909297,3522,4094,-572
3108,Greg Laswell,3,1603,295.0,18.139911469626284,3522,3697,-175
3117,Pete Yorn,3,676,154.0,14.937013837276126,3522,6262,-2740
3123,Myah Marie,3,895,152.0,16.24206908649102,3522,5354,-1832
5936,Sage Francis,3,1733,554.0,18.397491438329634,3522,3519,3
5923,Катя Чехова,3,295,70.0,12.118224554956978,3522,9525,-6003
3068,St. Vincent,3,386,93.0,14.28802104242119,3522,8434,-4912
3093,Crucified Barbara,3,1029,398.0,17.223230620615624,3522,4947,-1425
3101,Duncan Sheik,3,2351,268.0,18.693814318364915,3522,2877,645
3102,Meiko,3,2223,265.0,18.430780528983234,3522,3007,515
3077,Luigi Masi,3,628,205.0,16.039712831574338,3522,6532,-3010
11413,Bomb the Music Industry!,3,856,245.0,15.985994092776014,3522,5494,-1972
3858,Late Night Alumni,3,3040,594.0,19.96306989389438,3522,2425,1097
3865,Nek,3,3515,437.0,18.458367608283837,3522,2172,1350
3866,Will Young,3,1948,409.0,18.87311645707387,3522,3279,243
11421,Bishop Allen,3,638,227.0,15.837721212589805,3522,6480,-2958
9428,Dan Fogelberg,3,163,21.0,10.597634233429158,3522,11950,-8428
9352,The Jeff Healey Band,3,227,84.0,12.537029701463277,3522,10637,-7115
9353,Entheogenic,3,1097,134.0,16.364736173539335,3522,4758,-1236
9354,Zero Cult,3,1338,452.0,17.317279888376458,3522,4188,-666
9361,Jon Kennedy,3,1432,372.0,17.959616954988103,3522,3975,-453
5979,Thiago Pethit,3,372,109.0,13.998282013538594,3522,8592,-5070
8559,Herman's Hermits,3,52,17.0,8.546363568716018,3522,15016,-11494
3881,Lene Marlin,3,390,134.0,13.791545680510442,3522,8388,-4866
3882,A.R. Rahman,3,878,225.0,16.483792653454618,3522,5417,-1895
11396,Luke Pickett,3,576,110.0,14.583176911837441,3522,6875,-3353
9401,Boomkat,3,1716,600.0,18.9935187715315,3522,3545,-23
9404,Dario Marianelli,3,2199,593.0,19.679140733561873,3522,3028,494
9410,Blinded Colony,3,1242,543.0,15.715815864322897,3522,4393,-871
5382,Gene Vincent,3,6953,489.0,16.577382687096936,3522,1281,2241
9417,Don Henley,3,143,24.0,8.691146498539675,3522,12408,-8886
9423,Steve Miller Band,3,532,180.0,13.794131648988627,3522,7173,-3651
3828,Дубовый Гаайъ,3,1640,313.0,18.029923542356435,3522,3650,-128
3089,The Confession,3,753,309.0,14.833183904127033,3522,5920,-2398
5962,Handshakes And Highfives,3,6359,1330.0,21.915975617076146,3522,1379,2143
8591,Josh Rouse,3,1830,359.0,15.942827559885142,3522,3405,117
8593,Bob Dylan and The Band,3,942,70.0,13.222633961309414,3522,5207,-1685
12123,Junior Wells,3,449,77.0,11.87694338316422,3522,7842,-4320
15102,Cartel De Santa,3,1352,76.0,15.104258240179153,3522,4154,-632
12129,Barry Manilow,3,3430,141.0,17.5995673648796,3522,2217,1305
8552,The Partridge Family,3,2126,248.0,16.179664673746565,3522,3098,424
5985,Alessandra Amoroso,3,151,37.0,10.129825994746858,3522,12222,-8700
5967,2 0' Clock Girlfriend,3,2618,847.0,19.89875615572868,3522,2697,825
5968,Stray From the Path,3,1015,357.0,17.009206739661963,3522,4993,-1471
9448,Om,3,503,105.0,12.031147666486438,3522,7388,-3866
5342,Eat Static,3,229,70.0,13.022034625607525,3522,10598,-7076
3897,Manuel García,3,1130,406.0,17.747829853130966,3522,4675,-1153
11335,Parralox,3,320,103.0,13.751590512198042,3522,9192,-5670
11379,DonGURALesko,3,8796,526.0,19.306390990884907,3522,1050,2472
3874,Maria Callas,3,1667,317.0,18.117836301538677,3522,3606,-84
1039,Teen Hearts,3,381,148.0,14.350040598899263,3522,8488,-4966
12105,BB Brunes,3,800,169.0,16.073928484249876,3522,5720,-2198
12115,Wes Montgomery,3,796,145.0,13.06693523049471,3522,5738,-2216
12141,Melody Gardot,3,1085,316.0,16.478815523133527,3522,4798,-1276
12143,Doug Stanhope,3,764,56.0,13.791345930964976,3522,5874,-2352
12145,Mad Caddies,3,997,118.0,12.251055571356652,3522,5047,-1525
12154,Os Cascavelletes,3,1667,215.0,16.64342802121307,3522,3606,-84
9458,Hella,3,416,177.0,11.75266651263167,3522,8140,-4618
9460,Vince Neil,3,1007,439.0,16.932142782321584,3522,5018,-1496
9462,Steel Panther,3,382,91.0,13.722684490197224,3522,8478,-4956
5322,School Boy Humor,3,251,43.0,12.5692702704581,3522,10240,-6718
3906,Happoradio,3,1357,484.0,18.225641661149858,3522,4146,-624
3909,Bad Boys Blue,3,2669,812.0,19.03767411028086,3522,2653,869
3915,PMMP,3,706,112.0,14.61245678572445,3522,6126,-2604
11316,Vector Lovers,3,770,157.0,16.157365209072513,3522,5844,-2322
9440,High on Fire,3,601,68.0,12.449112937358834,3522,6714,-3192
9445,Earth,3,1247,224.0,13.730932581488975,3522,4384,-862
9446,Black Dice,3,765,134.0,12.73570039625876,3522,5869,-2347
5949,The White Tie Affair,3,863,245.0,15.666364066500034,3522,5471,-1949
9467,Veruca Salt,3,352,116.0,14.271507170371587,3522,8789,-5267
9469,X-Ray Spex,3,385,147.0,14.460565630656784,3522,8444,-4922
670,Safura,3,459,146.0,15.029935943232307,3522,7749,-4227
3916,Silent Circle,3,270,119.0,13.071491047030571,3522,9906,-6384
3929,Seether (Feat. Amy Lee),3,198,62.0,12.56293557179912,3522,11174,-7652
9453,Behold... the Arctopus,3,310,55.0,10.94503554058256,3522,9319,-5797
6012,One Morning Left,3,2980,615.0,20.13509556247555,3522,2463,1059
12168,Sugarplum Fairy,3,6620,1121.0,21.927162121144757,3522,1335,2187
12194,Lisa Loeb,3,363,162.0,11.090202289425783,3522,8684,-5162
12201,Sun Kil Moon,3,1020,314.0,16.50868668646703,3522,4979,-1457
8474,"Tyler, The Creator",3,621,176.0,15.46353821530228,3522,6585,-3063
8475,Mihai Edrisch,3,232,42.0,11.98804100610214,3522,10549,-7027
8493,Sambassadeur,3,1441,258.0,15.976844940918335,3522,3960,-438
8503,Dúné,3,961,294.0,17.039238989867133,3522,5162,-1640
5975,Grey's Anatomy Cast,3,1075,368.0,15.391927220798273,3522,4825,-1303
5977,Aiden Grimshaw,3,507,197.0,15.265330270888981,3522,7359,-3837
3004,Sonny Rollins,3,243,76.0,12.200899286756176,3522,10369,-6847
12254,Mavado,3,46,4.0,6.040254711277414,3522,15212,-11690
12261,Vybz Kartel,3,20,3.0,4.912654885736052,3522,16172,-12650
2980,Cassie Steele,3,326,145.0,13.07308909606909,3522,9112,-5590
6000,LanzamientosMp3.es,3,183,63.0,10.70423274369409,3522,11497,-7975
6043,Birdy Nam Nam,3,1037,202.0,17.047208862342735,3522,4926,-1404
5301,Focus,3,808,208.0,16.542970694890375,3522,5688,-2166
5302,Gong,3,487,162.0,15.284669794539461,3522,7511,-3989
3944,Hundred Reasons,3,598,251.0,13.982616948951748,3522,6737,-3215
15665,Biagio Antonacci,3,202,17.0,10.61437641457223,3522,11092,-7570
15671,Baskyl,3,175,77.0,11.159103590013903,3522,11671,-8149
15675,Modus,3,420,134.0,12.733711137596014,3522,8100,-4578
15722,Emiliana Torrini,3,490,174.0,13.903040550449637,3522,7491,-3969
5327,Kuba,3,343,96.0,14.111473251247276,3522,8894,-5372
5329,Shulman,3,871,139.0,15.635585338172374,3522,5442,-1920
5335,相川七瀬,3,674,248.0,16.0194197434417,3522,6271,-2749
6060,Patrick O'Hearn,3,2209,650.0,19.665311535750135,3522,3020,502
8444,Pinhani,3,1566,425.0,18.622408280760915,3522,3754,-232
8445,Niyaz,3,819,285.0,16.43075180857847,3522,5638,-2116
9498,Miss Kittin & The Hacker,3,1005,235.0,16.703582785076065,3522,5025,-1503
9501,The Rorschach Garden,3,279,96.0,13.610697963334786,3522,9775,-6253
663,Sakis Rouvas,3,541,165.0,12.137526102995064,3522,7103,-3581
11240,Diane Birch,3,1451,217.0,17.60125044416573,3522,3931,-409
