resena_id,theta_comida,theta_servicio,theta_precio,theta_ambiente,prop_comida,prop_servicio,prop_precio,prop_ambiente,tema_dominante,n_oraciones
310,0.593848,0.285378,0.001552,0.119221,0.875,0.125,0.0,0.0,comida,8
311,0.307076,0.060638,0.51596,0.116326,0.375,0.125,0.25,0.25,comida,8
312,2e-06,0.039553,0.676226,0.284218,0.0,0.0,1.0,0.0,precio,3
313,0.001262,0.520642,0.0,0.478097,0.0,0.666667,0.0,0.333333,servicio,9
314,0.066553,0.91585,0.013247,0.004351,0.125,0.875,0.0,0.0,servicio,8
315,0.008471,0.000533,0.841748,0.149249,0.0,0.0,1.0,0.0,precio,9
316,0.048359,0.038863,0.849135,0.063643,0.0,0.0,1.0,0.0,precio,7
317,0.016863,0.045176,0.000251,0.93771,0.0,0.2,0.0,0.8,ambiente,5
318,0.018832,0.030648,0.110677,0.839842,0.2,0.0,0.0,0.8,ambiente,5
319,0.336058,0.006333,0.18934,0.468269,0.0,0.0,0.0,1.0,ambiente,3
320,0.085913,0.518164,0.098253,0.29767,0.333333,0.222222,0.111111,0.333333,comida,9
321,0.121208,0.039043,0.129907,0.709842,0.0,0.0,0.0,1.0,ambiente,3
322,0.893519,0.031537,0.073443,0.001501,1.0,0.0,0.0,0.0,comida,5
323,0.044093,0.312156,0.13478,0.508971,0.0,0.333333,0.0,0.666667,ambiente,6
324,0.390272,0.005332,0.030653,0.573743,0.4,0.0,0.2,0.4,comida,5
325,0.482634,0.080708,0.433439,0.003219,0.625,0.125,0.25,0.0,comida,8
326,0.168258,0.6722,0.002573,0.156969,0.4,0.2,0.0,0.4,comida,5
327,0.025605,0.642153,0.041585,0.290657,0.0,0.714286,0.0,0.285714,servicio,7
328,0.993888,0.000835,0.00388,0.001398,1.0,0.0,0.0,0.0,comida,9
329,0.066194,0.710475,0.216933,0.006397,0.111111,0.777778,0.111111,0.0,servicio,9
330,0.360461,0.051448,0.23005,0.358041,0.666667,0.0,0.333333,0.0,comida,3
331,0.469731,0.122364,0.232348,0.175557,1.0,0.0,0.0,0.0,comida,3
332,9.9e-05,0.16068,0.001477,0.837744,0.0,0.111111,0.0,0.888889,ambiente,9
333,0.154748,0.158776,0.58621,0.100266,0.0,0.0,0.666667,0.333333,precio,3
334,0.0,0.002401,0.835077,0.162521,0.0,0.0,0.666667,0.333333,precio,6
335,0.016787,0.564751,6e-06,0.418456,0.0,0.571429,0.0,0.428571,servicio,7
336,0.044627,0.492433,0.244665,0.218275,0.0,0.5,0.5,0.0,servicio,4
337,0.60233,0.301925,0.035815,0.05993,0.8,0.0,0.2,0.0,comida,5
338,0.246362,0.278921,0.468602,0.006115,0.285714,0.571429,0.142857,0.0,servicio,7
339,0.681382,0.007519,0.007222,0.303878,0.5,0.0,0.0,0.5,comida,8
340,0.290448,0.158125,0.036702,0.514725,0.25,0.375,0.0,0.375,servicio,8
341,0.930443,0.069538,1.9e-05,0.0,0.666667,0.333333,0.0,0.0,comida,3
342,0.004741,0.567901,0.31084,0.116518,0.0,0.666667,0.333333,0.0,servicio,3
343,0.316429,0.12733,0.00285,0.553391,0.2,0.2,0.0,0.6,ambiente,5
344,0.719108,0.263728,0.016536,0.000627,0.75,0.25,0.0,0.0,comida,4
345,0.228648,0.333373,0.175185,0.262794,0.333333,0.666667,0.0,0.0,servicio,3
346,0.105912,0.123118,0.770968,1e-06,0.166667,0.333333,0.5,0.0,precio,6
347,0.077878,0.211811,0.481581,0.22873,0.0,0.0,0.75,0.25,precio,4
348,0.646093,0.001503,0.159793,0.192611,0.714286,0.0,0.142857,0.142857,comida,7
349,0.310589,0.63222,0.049064,0.008128,0.5,0.5,0.0,0.0,comida,8
350,0.469684,0.03744,0.492614,0.000262,0.4,0.2,0.4,0.0,comida,5
351,0.679688,0.054724,0.226436,0.039153,0.333333,0.166667,0.5,0.0,precio,6
352,0.030824,0.012359,0.551348,0.40547,0.0,0.0,0.333333,0.666667,ambiente,3
353,0.063268,0.707727,0.228941,6.4e-05,0.125,0.75,0.125,0.0,servicio,8
354,0.92068,0.019368,0.037265,0.022687,1.0,0.0,0.0,0.0,comida,8
355,0.005244,0.712469,0.005421,0.276866,0.0,0.75,0.0,0.25,servicio,8
356,0.004761,0.34541,0.001071,0.648757,0.0,0.25,0.0,0.75,ambiente,4
357,0.60837,0.273826,0.109587,0.008218,0.666667,0.333333,0.0,0.0,comida,3
358,0.000337,0.096519,0.003321,0.899823,0.0,0.111111,0.0,0.888889,ambiente,9
359,0.002331,0.000453,0.996042,0.001174,0.0,0.0,1.0,0.0,precio,5
360,0.517796,0.020687,0.458893,0.002625,0.5,0.0,0.5,0.0,comida,4
361,0.04779,0.00033,0.791553,0.160327,0.2,0.0,0.6,0.2,precio,5
362,0.406577,0.00026,0.521149,0.072015,0.6,0.0,0.4,0.0,comida,5
363,0.015676,0.000178,0.800962,0.183184,0.111111,0.0,0.888889,0.0,precio,9
364,0.698497,0.000283,0.136168,0.165052,0.714286,0.0,0.142857,0.142857,comida,7
365,0.789997,0.00216,0.062147,0.145695,0.857143,0.142857,0.0,0.0,comida,7
366,0.076687,0.005754,0.059914,0.857645,0.2,0.0,0.0,0.8,ambiente,5
367,0.387226,0.003691,0.228224,0.380858,0.5,0.0,0.25,0.25,comida,8
368,0.641033,0.044297,0.302369,0.012301,0.625,0.125,0.25,0.0,comida,8
369,0.028752,0.457578,0.102952,0.410718,0.0,0.333333,0.0,0.666667,ambiente,3
370,0.339405,0.560542,0.047457,0.052596,0.333333,0.666667,0.0,0.0,servicio,3
371,0.029419,0.082261,0.835439,0.052881,0.0,0.142857,0.714286,0.142857,precio,7
372,0.698026,0.049864,0.126945,0.125165,0.875,0.0,0.0,0.125,comida,8
373,0.04967,0.621032,0.013384,0.315913,0.111111,0.666667,0.0,0.222222,servicio,9
374,0.08688,0.012968,0.106177,0.793976,0.125,0.0,0.0,0.875,ambiente,8
375,0.593594,0.000922,0.368448,0.037036,0.4,0.0,0.6,0.0,precio,5
376,0.033803,0.004592,0.006605,0.955,0.0,0.0,0.0,1.0,ambiente,6
377,0.001358,0.807827,0.009139,0.181676,0.0,0.428571,0.0,0.571429,ambiente,7
378,0.283302,0.470702,0.084379,0.161618,0.0,0.75,0.0,0.25,servicio,4
379,0.657989,0.010002,0.005377,0.326632,0.5,0.0,0.166667,0.333333,comida,6
380,3e-06,0.064673,0.001617,0.933707,0.0,0.0,0.0,1.0,ambiente,3
381,0.091456,0.209257,0.172168,0.527119,0.0,0.5,0.0,0.5,servicio,4
382,0.793093,0.071764,0.121884,0.013259,1.0,0.0,0.0,0.0,comida,7
383,0.133551,0.19481,0.285538,0.386101,0.25,0.25,0.125,0.375,ambiente,8
384,0.005139,0.641448,0.336195,0.017218,0.0,0.666667,0.333333,0.0,servicio,9
385,0.079211,0.484069,0.402456,0.034264,0.0,0.5,0.5,0.0,servicio,4
386,0.457687,0.053235,0.435527,0.053551,0.428571,0.0,0.428571,0.142857,comida,7
387,0.131194,0.340079,0.128056,0.400672,0.0,0.285714,0.571429,0.142857,precio,7
388,0.1388,0.677899,0.073176,0.110125,0.0,0.666667,0.333333,0.0,servicio,3
389,0.000202,0.016479,0.243606,0.739714,0.0,0.0,0.25,0.75,ambiente,4
390,0.600763,0.024793,0.055967,0.318478,0.6,0.0,0.2,0.2,comida,5
391,0.000985,0.962658,0.036357,0.0,0.0,1.0,0.0,0.0,servicio,5
392,0.006382,0.536104,0.180062,0.277452,0.0,0.5,0.125,0.375,servicio,8
393,0.629686,0.021243,0.340515,0.008556,0.625,0.0,0.375,0.0,comida,8
394,0.610448,0.091697,0.297814,4.1e-05,1.0,0.0,0.0,0.0,comida,5
395,0.054188,0.400857,0.467778,0.077177,0.142857,0.571429,0.285714,0.0,servicio,7
396,0.002558,0.181337,0.327475,0.488631,0.0,0.111111,0.444444,0.444444,precio,9
397,0.015814,0.234771,0.223651,0.525765,0.0,0.0,0.0,1.0,ambiente,3
398,0.242205,0.028075,0.630726,0.098994,0.0,0.0,1.0,0.0,precio,6
399,0.005861,0.818485,0.034331,0.141324,0.0,0.833333,0.166667,0.0,servicio,6
400,0.364819,0.125156,0.384353,0.125672,0.444444,0.0,0.444444,0.111111,comida,9
401,0.043627,0.735985,0.190456,0.029932,0.0,1.0,0.0,0.0,servicio,3
402,0.069201,0.088958,0.483579,0.358261,0.0,0.0,1.0,0.0,precio,3
403,0.545876,0.432357,0.009374,0.012393,1.0,0.0,0.0,0.0,comida,3
404,0.012017,0.097194,0.054081,0.836708,0.0,0.142857,0.0,0.857143,ambiente,7
405,0.000127,0.10509,0.894763,2e-05,0.0,0.0,1.0,0.0,precio,8
406,0.142802,0.289393,0.195679,0.372126,0.333333,0.333333,0.333333,0.0,comida,3
407,0.578473,0.414041,0.00098,0.006506,0.75,0.25,0.0,0.0,comida,8
408,0.247279,0.002001,0.366896,0.383824,0.285714,0.0,0.142857,0.571429,ambiente,7
409,0.002315,0.003392,0.993621,0.000672,0.0,0.0,1.0,0.0,precio,9
410,0.079543,0.919779,0.000237,0.000441,0.0,1.0,0.0,0.0,servicio,9
411,0.706724,0.011828,0.281389,5.9e-05,0.5,0.0,0.5,0.0,comida,4
412,0.248858,0.016214,0.185414,0.549514,0.333333,0.0,0.0,0.666667,ambiente,3
413,0.084091,0.80748,0.011405,0.097024,0.333333,0.666667,0.0,0.0,servicio,3
414,0.112436,0.732878,0.154599,8.7e-05,0.0,0.75,0.25,0.0,servicio,8
415,0.771366,1e-06,0.000123,0.22851,1.0,0.0,0.0,0.0,comida,3
416,0.000229,0.050143,0.58488,0.364748,0.0,0.142857,0.142857,0.714286,ambiente,7
417,0.639167,0.000132,0.000423,0.360278,1.0,0.0,0.0,0.0,comida,6
418,0.100671,0.078369,0.794237,0.026724,0.142857,0.142857,0.714286,0.0,precio,7
419,0.701316,0.009754,0.001219,0.28771,0.571429,0.0,0.0,0.428571,comida,7
420,0.427072,0.065934,0.389166,0.117828,0.375,0.25,0.125,0.25,comida,8
421,0.010729,0.660348,0.000559,0.328363,0.0,0.75,0.0,0.25,servicio,8
422,0.158649,0.117258,0.607548,0.116545,0.2,0.0,0.2,0.6,ambiente,5
423,0.302168,0.527931,0.091101,0.0788,0.333333,0.666667,0.0,0.0,servicio,3
424,0.11285,0.049608,0.837534,9e-06,0.285714,0.0,0.714286,0.0,precio,7
425,0.003787,0.734889,3e-06,0.261322,0.0,0.777778,0.0,0.222222,servicio,9
426,0.045449,0.707722,0.160424,0.086406,0.0,0.625,0.25,0.125,servicio,8
427,0.208692,0.089696,0.626521,0.075091,0.0,0.0,1.0,0.0,precio,3
428,0.083115,0.075183,0.559559,0.282143,0.125,0.25,0.625,0.0,precio,8
429,0.259385,0.193813,0.113132,0.43367,0.0,0.166667,0.166667,0.666667,ambiente,6
430,0.129192,0.360914,0.44044,0.069454,0.428571,0.428571,0.142857,0.0,comida,7
431,0.620152,0.0,0.038376,0.341472,0.777778,0.0,0.0,0.222222,comida,9
432,0.001115,0.378648,0.446867,0.17337,0.0,0.8,0.0,0.2,servicio,5
433,0.359598,0.009278,0.338908,0.292216,0.333333,0.111111,0.444444,0.111111,precio,9
434,0.974123,0.022535,0.001262,0.00208,1.0,0.0,0.0,0.0,comida,8
435,0.11696,0.437838,0.416632,0.02857,0.285714,0.571429,0.142857,0.0,servicio,7
436,0.47767,0.337618,0.073559,0.111153,0.2,0.6,0.0,0.2,servicio,5
437,0.014812,0.957251,0.01511,0.012826,0.0,0.777778,0.111111,0.111111,servicio,9
438,0.337085,0.169985,0.000193,0.492737,0.2,0.2,0.0,0.6,ambiente,5
439,0.002842,0.348455,0.616383,0.032321,0.0,0.142857,0.857143,0.0,precio,7
440,0.200834,0.028873,0.000201,0.770092,0.333333,0.0,0.0,0.666667,ambiente,6
441,0.157371,0.024169,0.403917,0.414543,0.125,0.0,0.625,0.25,precio,8
442,0.468579,0.464914,0.066255,0.000252,0.2,0.8,0.0,0.0,servicio,5
443,0.032278,0.423237,0.124931,0.419554,0.0,0.333333,0.333333,0.333333,servicio,3
444,0.045842,0.483377,0.099908,0.370873,0.0,0.555556,0.111111,0.333333,servicio,9
445,0.353639,0.16706,0.000629,0.478672,0.333333,0.0,0.0,0.666667,ambiente,3
446,0.292629,0.234237,0.425703,0.047431,0.25,0.375,0.375,0.0,servicio,8
447,0.249681,0.371882,0.05785,0.320587,0.25,0.125,0.125,0.5,ambiente,8
448,0.027333,0.66263,0.04504,0.264997,0.0,0.25,0.25,0.5,ambiente,4
449,0.114981,0.5302,0.342291,0.012527,0.142857,0.428571,0.428571,0.0,servicio,7
450,0.416623,0.550518,0.001906,0.030953,0.625,0.375,0.0,0.0,comida,8
451,0.130841,0.0,0.202754,0.666405,0.6,0.0,0.0,0.4,comida,5
452,0.431458,0.001885,0.175587,0.39107,0.166667,0.0,0.666667,0.166667,precio,6
453,0.090425,0.696804,0.144392,0.068379,0.166667,0.5,0.166667,0.166667,servicio,6
454,0.003591,0.696536,0.096036,0.203838,0.0,0.777778,0.0,0.222222,servicio,9
455,0.003224,0.166377,0.000122,0.830277,0.333333,0.0,0.0,0.666667,ambiente,3
456,0.667585,0.060554,0.099464,0.172397,1.0,0.0,0.0,0.0,comida,4
457,0.945592,0.022805,0.0,0.031603,1.0,0.0,0.0,0.0,comida,4
458,0.201542,0.024624,2.1e-05,0.773813,0.25,0.125,0.0,0.625,ambiente,8
459,5.9e-05,0.629684,0.368008,0.002249,0.0,0.75,0.25,0.0,servicio,8
460,0.428487,0.199661,0.200821,0.171031,0.625,0.125,0.125,0.125,comida,8
461,0.011292,0.060525,0.189725,0.738458,0.0,0.0,0.428571,0.571429,ambiente,7
462,0.003234,0.990775,0.000242,0.005749,0.0,1.0,0.0,0.0,servicio,8
463,0.023249,0.001624,0.975127,0.0,0.0,0.0,1.0,0.0,precio,6
464,0.391929,0.153501,0.242659,0.211911,0.0,0.333333,0.333333,0.333333,servicio,3
465,1e-06,0.772417,0.043598,0.183984,0.0,0.666667,0.0,0.333333,servicio,6
466,0.247116,0.011737,0.163369,0.577778,0.222222,0.0,0.111111,0.666667,ambiente,9
467,0.375069,0.004082,0.506717,0.114131,0.0,0.0,0.8,0.2,precio,5
468,0.001026,0.739681,0.257444,0.001848,0.0,0.428571,0.571429,0.0,precio,7
469,0.051773,0.019991,0.019004,0.909232,0.0,0.0,0.0,1.0,ambiente,9
470,0.282703,0.099001,0.001524,0.616772,0.111111,0.111111,0.0,0.777778,ambiente,9
471,1e-06,0.058698,0.940626,0.000675,0.0,0.0,1.0,0.0,precio,6
472,0.77888,0.01375,0.203474,0.003896,0.875,0.0,0.125,0.0,comida,8
473,0.346788,0.000539,0.536958,0.115715,0.333333,0.0,0.555556,0.111111,precio,9
474,0.694882,0.006979,0.071151,0.226988,0.75,0.0,0.0,0.25,comida,8
475,0.922203,0.010649,0.053024,0.014124,0.833333,0.166667,0.0,0.0,comida,6
476,0.788836,0.065747,0.122504,0.022912,1.0,0.0,0.0,0.0,comida,6
477,0.036358,0.683993,0.220164,0.059486,0.0,0.666667,0.0,0.333333,servicio,3
478,0.017078,0.343011,1.5e-05,0.639896,0.0,0.5,0.0,0.5,servicio,6
479,0.799216,0.018542,0.182132,0.000111,0.875,0.0,0.125,0.0,comida,8
480,0.067193,0.02234,0.267026,0.643441,0.0,0.0,0.5,0.5,precio,4
481,0.110524,0.810071,0.021712,0.057692,0.0,0.857143,0.0,0.142857,servicio,7
482,0.536069,0.254788,0.000824,0.208319,0.166667,0.333333,0.0,0.5,ambiente,6
483,0.246813,0.595094,0.000126,0.157966,0.2,0.6,0.0,0.2,servicio,5
484,0.006427,0.049151,0.742682,0.20174,0.0,0.0,0.75,0.25,precio,4
485,0.102305,0.101944,0.538078,0.257673,0.0,0.0,1.0,0.0,precio,3
486,0.003969,0.709962,0.259934,0.026135,0.0,0.8,0.2,0.0,servicio,5
487,0.620565,0.059777,0.010453,0.309205,0.777778,0.0,0.0,0.222222,comida,9
488,0.151972,0.012689,0.83459,0.000748,0.428571,0.0,0.571429,0.0,precio,7
489,0.001069,0.075187,0.037988,0.885756,0.0,0.166667,0.0,0.833333,ambiente,6
490,0.002517,0.624912,0.162688,0.209883,0.0,0.888889,0.111111,0.0,servicio,9
491,0.149644,0.006983,0.222988,0.620385,0.0,0.0,0.285714,0.714286,ambiente,7
492,0.081452,0.354993,0.333194,0.230361,0.0,0.666667,0.333333,0.0,servicio,3
493,0.282518,0.452071,0.257858,0.007552,0.428571,0.285714,0.285714,0.0,comida,7
494,0.235672,0.043191,0.696016,0.025121,0.125,0.0,0.875,0.0,precio,8
495,0.587284,0.115455,0.217283,0.079978,0.428571,0.285714,0.285714,0.0,comida,7
496,0.083777,0.503869,0.132709,0.279645,0.0,0.714286,0.0,0.285714,servicio,7
497,0.127943,0.000654,0.800047,0.071357,0.0,0.0,0.666667,0.333333,precio,3
498,0.084739,0.554693,4.4e-05,0.360524,0.0,0.5,0.0,0.5,servicio,4
499,0.065085,0.856691,0.077792,0.000433,0.0,1.0,0.0,0.0,servicio,3
500,0.007491,0.832533,0.0,0.159976,0.0,0.714286,0.0,0.285714,servicio,7
501,0.565952,0.00022,0.321596,0.112232,0.5,0.0,0.5,0.0,comida,4
502,0.010108,0.326427,0.134471,0.528993,0.0,0.285714,0.0,0.714286,ambiente,7
503,0.242792,0.61829,0.122623,0.016295,0.0,0.714286,0.285714,0.0,servicio,7
504,3.4e-05,0.212291,0.779666,0.00801,0.0,0.111111,0.888889,0.0,precio,9
505,0.709954,0.190423,0.087165,0.012458,0.5,0.5,0.0,0.0,comida,4
506,0.001334,0.767034,0.227402,0.00423,0.0,0.625,0.375,0.0,servicio,8
507,0.940625,0.042412,0.005767,0.011195,1.0,0.0,0.0,0.0,comida,5
508,0.52593,0.022451,0.286245,0.165374,0.8,0.0,0.2,0.0,comida,5
509,0.761223,0.201673,0.036895,0.000209,1.0,0.0,0.0,0.0,comida,3
510,0.756137,0.086399,0.007218,0.150247,0.714286,0.142857,0.0,0.142857,comida,7
511,0.30333,0.643597,0.022985,0.030088,0.333333,0.666667,0.0,0.0,servicio,9
512,0.046875,0.050255,0.002442,0.900429,0.0,0.0,0.0,1.0,ambiente,3
513,0.228837,0.253059,0.335441,0.182663,0.5,0.25,0.25,0.0,comida,4
514,0.085622,0.591542,0.26299,0.059846,0.0,0.571429,0.285714,0.142857,servicio,7
515,0.023582,0.97172,0.001394,0.003304,0.0,1.0,0.0,0.0,servicio,5
516,0.400096,0.361229,2e-05,0.238655,0.5,0.25,0.0,0.25,comida,8
517,4e-06,0.338993,0.38329,0.277713,0.0,0.75,0.25,0.0,servicio,4
518,0.298237,0.630613,0.001376,0.069774,0.0,1.0,0.0,0.0,servicio,8
519,0.162699,0.08702,0.749834,0.000446,0.222222,0.111111,0.666667,0.0,precio,9
520,0.791387,0.17352,0.034332,0.000762,0.888889,0.111111,0.0,0.0,comida,9
521,0.176181,0.564652,0.077488,0.181679,0.0,1.0,0.0,0.0,servicio,5
522,0.036292,0.685682,0.236292,0.041733,0.0,0.666667,0.333333,0.0,servicio,3
523,0.499683,0.259563,0.097522,0.143232,0.75,0.0,0.0,0.25,comida,4
524,0.198793,0.055932,0.556211,0.189064,0.375,0.0,0.5,0.125,precio,8
525,0.298248,0.316411,0.362543,0.022798,0.5,0.25,0.0,0.25,comida,4
526,0.044463,0.035337,0.909641,0.01056,0.0,0.0,1.0,0.0,precio,7
527,0.453526,0.456884,0.054226,0.035365,0.666667,0.166667,0.166667,0.0,comida,6
528,0.011667,0.000106,0.002887,0.985341,0.0,0.0,0.0,1.0,ambiente,6
529,0.138719,3e-05,0.468184,0.393067,0.285714,0.0,0.285714,0.428571,ambiente,7
530,0.050638,0.004434,0.916463,0.028465,0.0,0.0,1.0,0.0,precio,3
531,0.069921,0.185668,0.376662,0.367748,0.0,0.5,0.25,0.25,servicio,4
532,0.051529,0.028029,0.435458,0.484984,0.0,0.125,0.375,0.5,ambiente,8
533,0.049045,0.65322,0.112255,0.18548,0.0,0.625,0.125,0.25,servicio,8
534,0.140345,0.859278,0.0,0.000376,0.0,1.0,0.0,0.0,servicio,3
535,0.12835,0.832107,0.021764,0.017778,0.0,1.0,0.0,0.0,servicio,5
536,0.088084,0.248174,0.000136,0.663606,0.142857,0.0,0.0,0.857143,ambiente,7
537,6e-06,0.935515,0.045618,0.018861,0.0,1.0,0.0,0.0,servicio,5
538,0.521131,0.379323,0.099067,0.000479,0.5,0.5,0.0,0.0,comida,4
539,0.018298,0.000204,0.004959,0.976539,0.0,0.0,0.0,1.0,ambiente,7
540,0.000637,0.134912,0.528864,0.335587,0.0,0.222222,0.333333,0.444444,ambiente,9
541,0.537415,0.002226,0.029794,0.430565,0.375,0.0,0.0,0.625,ambiente,8
542,0.150324,0.199474,0.322565,0.327637,0.111111,0.111111,0.111111,0.666667,ambiente,9
543,0.82396,0.012713,0.000141,0.163186,1.0,0.0,0.0,0.0,comida,7
544,0.045969,0.005372,0.335555,0.613104,0.0,0.0,0.0,1.0,ambiente,5
545,0.002012,0.328638,0.412681,0.256668,0.0,0.4,0.2,0.4,servicio,5
546,0.447505,0.352159,0.128674,0.071661,0.2,0.6,0.2,0.0,servicio,5
547,0.000133,0.637012,0.04684,0.316015,0.0,0.833333,0.0,0.166667,servicio,6
548,0.35505,0.500843,0.144097,1e-05,0.0,1.0,0.0,0.0,servicio,9
549,0.50854,0.091297,0.0,0.400163,0.125,0.25,0.0,0.625,ambiente,8
550,0.199457,0.001429,0.149075,0.650039,0.111111,0.0,0.222222,0.666667,ambiente,9
551,0.043807,0.871238,0.048611,0.036344,0.0,0.5,0.25,0.25,servicio,4
552,0.302032,0.630995,0.066777,0.000197,0.333333,0.666667,0.0,0.0,servicio,3
553,0.019953,0.028355,0.276644,0.675047,0.0,0.0,0.222222,0.777778,ambiente,9
554,0.76617,0.225154,0.005873,0.002803,0.833333,0.166667,0.0,0.0,comida,6
555,0.412496,0.539669,0.02857,0.019265,0.333333,0.666667,0.0,0.0,servicio,3
556,0.001037,0.19656,0.005054,0.797349,0.0,0.25,0.0,0.75,ambiente,4
557,0.15405,0.053646,0.398277,0.394028,0.0,0.0,0.333333,0.666667,ambiente,3
558,0.455997,0.001302,0.542636,6.5e-05,0.166667,0.0,0.833333,0.0,precio,6
559,0.003817,0.40812,0.336173,0.251889,0.0,0.25,0.75,0.0,precio,4
560,0.154468,0.063512,0.041006,0.741014,0.0,0.0,0.0,1.0,ambiente,5
561,0.345226,0.33663,0.005058,0.313086,0.125,0.375,0.0,0.5,ambiente,8
562,0.569238,0.360928,0.007261,0.062572,0.555556,0.444444,0.0,0.0,comida,9
563,0.007213,0.5922,0.070962,0.329625,0.0,0.5,0.125,0.375,servicio,8
564,0.116529,0.56376,0.128901,0.190811,0.333333,0.666667,0.0,0.0,servicio,3
565,0.236502,0.624434,0.016001,0.123063,0.6,0.4,0.0,0.0,comida,5
566,0.006139,0.215751,0.778103,7e-06,0.0,0.666667,0.333333,0.0,servicio,3
567,0.001961,0.109367,0.350699,0.537972,0.0,0.0,0.25,0.75,ambiente,4
568,0.29077,0.392313,0.141719,0.175197,0.25,0.375,0.125,0.25,servicio,8
569,0.87052,0.000759,0.06117,0.067551,0.714286,0.0,0.142857,0.142857,comida,7
570,0.992488,0.004347,5e-06,0.00316,1.0,0.0,0.0,0.0,comida,8
571,0.039828,0.107577,0.851978,0.000617,0.0,0.333333,0.666667,0.0,precio,3
572,0.073428,4.7e-05,0.923481,0.003044,0.0,0.0,1.0,0.0,precio,8
573,0.100618,0.898786,2e-06,0.000594,0.0,1.0,0.0,0.0,servicio,3
574,0.448568,0.234608,0.150072,0.166752,0.8,0.0,0.0,0.2,comida,5
575,0.407785,0.52233,0.001205,0.068679,0.166667,0.666667,0.0,0.166667,servicio,6
576,0.801391,0.014163,0.183976,0.000469,0.625,0.0,0.375,0.0,comida,8
577,0.293822,0.34796,0.086219,0.271999,0.0,0.0,0.666667,0.333333,precio,3
578,0.781865,0.079475,0.138557,0.000103,0.777778,0.0,0.222222,0.0,comida,9
579,0.2814,0.669603,0.048968,2.9e-05,0.25,0.75,0.0,0.0,servicio,4
580,0.00907,0.011954,0.024157,0.954819,0.0,0.0,0.0,1.0,ambiente,7
581,0.251098,0.402878,0.34406,0.001965,0.666667,0.0,0.333333,0.0,comida,3
582,0.062534,0.913259,0.000804,0.023402,0.0,1.0,0.0,0.0,servicio,3
583,0.703265,0.14404,0.035108,0.117587,0.875,0.125,0.0,0.0,comida,8
584,0.001307,0.379947,0.04444,0.574306,0.0,0.6,0.2,0.2,servicio,5
585,0.152504,0.017957,0.817317,0.012222,0.5,0.0,0.5,0.0,comida,4
586,0.000479,0.001088,0.660865,0.337569,0.0,0.0,0.666667,0.333333,precio,3
587,1.6e-05,0.086058,0.812139,0.101786,0.0,0.125,0.5,0.375,precio,8
588,0.401573,0.314751,0.006055,0.277621,0.25,0.5,0.0,0.25,servicio,4
589,0.225646,0.00463,0.185,0.584724,0.5,0.0,0.125,0.375,comida,8
590,0.26266,0.000512,0.603912,0.132916,0.4,0.0,0.6,0.0,precio,5
591,0.075827,8.8e-05,0.3209,0.603184,0.142857,0.0,0.0,0.857143,ambiente,7
592,0.17292,0.015148,0.165331,0.646601,0.5,0.0,0.0,0.5,comida,4
593,0.095167,0.483837,0.187784,0.233212,0.222222,0.444444,0.222222,0.111111,servicio,9
594,0.435864,0.000586,0.553106,0.010444,0.571429,0.0,0.428571,0.0,comida,7
595,0.000412,0.980281,0.001013,0.018295,0.0,1.0,0.0,0.0,servicio,4
596,0.000808,0.045323,1.9e-05,0.95385,0.0,0.142857,0.0,0.857143,ambiente,7
597,0.510075,0.247632,9.3e-05,0.242201,0.75,0.25,0.0,0.0,comida,4
598,0.080932,0.822138,0.002382,0.094549,0.0,0.8,0.0,0.2,servicio,5
599,0.537737,0.384542,0.076412,0.001308,0.625,0.375,0.0,0.0,comida,8
600,0.377297,0.107159,0.512583,0.002961,0.375,0.25,0.375,0.0,comida,8
601,1e-05,0.502486,0.483651,0.013853,0.0,0.333333,0.666667,0.0,precio,9
602,0.019738,0.498814,0.414279,0.067169,0.0,0.666667,0.333333,0.0,servicio,6
603,2.8e-05,0.421791,0.361148,0.217033,0.0,0.285714,0.428571,0.285714,precio,7
604,0.067001,0.495854,0.000336,0.43681,0.0,0.5,0.0,0.5,servicio,8
605,0.034366,0.043996,0.909467,0.012171,0.0,0.2,0.8,0.0,precio,5
606,0.081818,0.718164,0.031468,0.16855,0.0,0.666667,0.0,0.333333,servicio,3
607,0.000465,0.410626,0.50103,0.08788,0.0,0.428571,0.571429,0.0,precio,7
608,7.8e-05,0.270661,0.685079,0.044182,0.0,0.2,0.8,0.0,precio,5
609,0.556687,0.261096,0.027368,0.15485,0.75,0.0,0.0,0.25,comida,4
610,0.0,0.187962,0.382546,0.429492,0.0,0.4,0.0,0.6,ambiente,5
611,0.069038,0.001369,0.379677,0.549916,0.4,0.0,0.2,0.4,comida,5
612,0.651152,0.030475,5e-06,0.318369,0.777778,0.111111,0.0,0.111111,comida,9
613,0.231769,0.33929,0.016071,0.412869,0.333333,0.333333,0.0,0.333333,comida,9
614,0.001196,0.010418,0.02371,0.964676,0.0,0.0,0.0,1.0,ambiente,3
615,0.328957,0.176379,0.000236,0.494427,0.4,0.0,0.0,0.6,ambiente,5
616,0.006731,0.010487,0.073823,0.90896,0.0,0.0,0.0,1.0,ambiente,8
617,0.008781,0.002961,0.179169,0.80909,0.333333,0.0,0.333333,0.333333,comida,3
618,0.020689,0.390369,0.027388,0.561554,0.0,0.333333,0.0,0.666667,ambiente,6
619,0.645046,0.093195,0.241142,0.020617,1.0,0.0,0.0,0.0,comida,3
