resena_id,restaurante,calificacion,texto
198,La Verdura Inquieta,5,El lugar estaba limpio y las sillas comodas. La decoracion esta descuidada y la luz muy fuerte. La terraza estaba cerrada y no avisaron. El mesero reviso el pedido antes de traerlo. La musica estaba demasiado alta para conversar. La decoracion y la luz hacen agradable el espacio.
199,Muuu Said the Happy Cow,4,La decoración y la luz hacen agradable el espacio. Pedimos verduras y llegaron recalentadas. Pedimos la carne y quedó en su punto exacto. El plato venia mal preparado y la carne seca. La música estaba demasiado alta para conversar. El postre estaba deficiente y sin gracia. El sitio no estaba limpio cuando llegamos. La atención hizo la diferencia en la visita. El menu tiene variedad y cada plato mantiene la calidad.
200,Mercado 93,3,El ambiente era regular por el ruido de la calle. La terraza tiene una vista bonita para la tarde. El ambiente del lugar es muy bueno y muy acogedor. La sazón de la casa es lo mejor del menu.
201,Vegan Island,4,El lugar se sentia estrecho y las sillas incomodas. La atención hizo la diferencia en la visita. La iluminación del salon es cálida. El ambiente del lugar es correcto y muy acogedor. El ambiente del lugar es notable y muy acogedor. Las mesas están bien separadas y el sitio es silencioso. La música estaba demasiado alta para conversar.
202,La Terraza del Chico,4,El precio de la carta me parecio pésimo para lo que sirven. Tienen precios claros y la factura llega detallada. La atencion en la mesa estuvo pendiente todo el tiempo. El descuento del dia deja la cuenta muy barata. La promocion que anuncian no aplicaba al pagar. El descuento del dia deja la cuenta muy barata. Tienen precios claros y la factura llega detallada. El zervicio fue muy bueno y el mesero muy atento. Llamen al 320 444 9911 antes de ir.
203,Paul's Mcarne Feast Palace,4,El menu tiene variedad y cada plato mantiene la calidad. La comida estuvo delicioso y el sabor de los platos me sorprendió. Las verduras estaban frescas y bien condimentadas. La presentación del plato acompaña el sabor. El ambiente era mal por el ruido de la calle. Pedimos verduras y llegaron recalentadas. La presentación del plato acompaña el sabor.
204,Vegan Island,2,La espera para que tomaran el pedido fue larga. La espera para que tomaran el pedido fue larga. El mesero reviso el pedido antes de traerlo. La atención hizo la diferencia en la visita. El precio es delicioso para la calidad que ofrecen. Los precios subieron y ya no es economico.
205,Casa Sazon,3,Pusimos un reclamo y nadie respondió. Pusimos un reclamo y nadie respondió. La atención hizo la diferencia en la visita. El servicio fue deficiente y tuvimos que llamar varias veces.
206,Vegan Island,3,EL COSTO NO CORRESPONDE CON LA CALIDAD. LA CUENTA SALIÓ CARA Y LA FACTURA TRAIA COBROS QUE NO PEDIMOS. LAS VERDURAS ESTABAN FRESCAS Y BIEN CONDIMENTADAS. HABIA MUCHO RUIDO Y EL ESPACIO MAL VENTILADO. HABIA MUCHO RUIDO Y EL ESPACIO MAL VENTILADO. TIENEN PRESIOS CLAROS Y LA FACTURA LLEGA DETALLADA. LA CUENTA FUE ECONOMICA Y EL VALOR ESTA JUSTIFICADO. LA CUENTA FUE ECONOMICA Y EL VALOR ESTA JUSTIFICADO. LOS PRECIOS SUBIERON Y YA NO ES ECONOMICO. LLAMEN AL 601 555 1234 ANTES DE IR.
207,La Terraza del Chico,5,Probamos el plato picante y el sabor era intenso pero equilibrado. Nos ubicaron en la mesa apenas llegamos. El menu tiene variedad y cada plato mantiene la calidad. La atención en la mesa estuvo pendiente todo el tiempo. La cuenta fue de $76.400.
208,Muuu Said the Happy Cow,4,Nos ubicaron en la mesa apenas llegamos. Nos atendieron rapido y con amabilidad. La atención en la mesa estuvo pendiente todo el tiempo. El personal es amable y resuelve cualquier duda. El precio es excelente para la calidad que ofrecen. Esperamos mucho tiempo por la cuenta. La atención en la mesa estuvo pendiente todo el tiempo. Nos atendieron rapido y con amabilidad. Llamen al 3105551234 antes de ir.
209,Vegan Island,3,La música acompaña sin tapar la conversacion. El mesero se equivocó con el pedido de la mesa. Pusimos un reclamo y nadie respondió. El personal no estaba pendiente de las mesas.
210,Vegan Island,5,El precio es notable para la calidad que ofrecen. El mesero explicó el menu con paciencia y fue cortes. El descuento del dia deja la cuenta muy barata. La atención fue distante y poco cortes. Nos cobraron un valor distinto al de la carta. El personal no estaba pendiente de las mesas. La atención fue distante y poco cortes. Reservas al 601 555 1234.
211,Paul's Mcarne Feast Palace,3,Nos ubicaron en la mesa apenas llegamos. El precio de la carta me parecio mal para lo que sirven. La decoración esta descuidada y la luz muy fuerte. El personal es amable y resuelve cualquier duda.
212,La Terraza del Chico,3,El menu tiene variedad y cada plato mantiene la calidad. Habia mucho ruido y el espacio mal ventilado. El lugar se sentia estrecho y las sillas incomodas. El menu tiene variedad y cada plato mantiene la calidad. El servicio fue deficiente y tuvimos que llamar varias veces. Esperamos mucho tiempo por la cuenta. Las verduras estaban frescas y bien condimentadas. Escribanme a contacto@resto.co si quieren la foto.
213,Muuu Said the Happy Cow,3,La iluminacion del salon es cálida. El precio es notable para la calidad que ofrecen. La cuenta salio cara y la factura traia cobros que no pedimos. El ambiente del lugar es muy bueno y muy acogedor. El ambiente del lugar es delicioso y muy acogedor. La terraza tiene una vista bonita para la tarde. Habia mucho ruido y el espacio mal ventilado. La iluminacion del salon es cálida. La música estaba demasiado alta para conversar.!!!
214,Mercado 93,4,El costo no corresponde con la calidad. El mesero se equivocó con el pedido de la mesa. La cuenta fue economica y el valor esta justificado. Pagamos mucho por una porción pequena. El lugar estaba limpio y las sillas comodas. Pagar aqui se siente razonable por lo que sirven. Pagar aqui se siente razonable por lo que sirven. El costo no corresponde con la calidad.
215,La Verdura Inquieta,1,La promocion que anuncian no aplicaba al pagar. El personal no estaba pendiente de las mesas. El lugar se sentia estrecho y las sillas incomodas.
216,La Terraza del Chico,2,El postre estaba pésimo y sin gracia. El sabor no corresponde a lo que promete la carta. Nos ubicaron en la mesa apenas llegamos. El plato principal llegó bien preparado y con una sazón correcto. Pedimos verduras y llegaron recalentadas. La porcion fue pequena para lo que ofrece el menu.
217,Casa Sazon,2,El plato venia deficiente preparado y la carne seca. La porcion fue pequena para lo que ofrece el menu. Pedimos verduras y llegaron recalentadas. La comida estuvo excelente y el sabor de los platos me sorprendió.
218,El Pirata del Sabor Vegano,4,El lugar estaba limpio y las sillas comodas. La música acompaña sin tapar la conversacion. La terraza tiene una vista bonita para la tarde. El ambiente del lugar es correcto y muy acogedor. El sitio no estaba limpio cuando llegamos. El lugar estaba limpio y las sillas comodas. El ambiente del lugar es deliciozo y muy acogedor.
219,Paul's Mcarne Feast Palace,4,La atención hizo la diferencia en la visita. Pusimos un reclamo y nadie respondio. El mesero se equivocó con el pedido de la mesa. Hubo demora en la cocina y nadie nos aviso. Tomaron el pedido rápido y llego sin errores. Esperamos mucho tiempo por la cuenta. Los ingredientes se sentian frescos y la porción generosa. El postre estaba mal y sin gracia. El postre estaba regular y sin gracia. Escribanme a ana.mesa+resenas@gmail.com si quieren la foto.
220,Mercado 93,3,Probamos el plato picante y el sabor era intenso pero equilibrado. El mesero se equivocó con el pedido de la mesa. El mesero reviso el pedido antes de traerlo. El plato venia mal preparado y la carne seca.
221,Vegan Island,3,COBRAN LA PROPINA SIN AVISAR Y EL VALOR FINAL SUBE. LOS PRECIOS SUBIERON Y YA NO ES ECONÓMICO. LA ATENCIÓN HIZO LA DIFERENCIA EN LA VISITA. ESCRIBANME A INFO@MERCADO93.CO SI QUIEREN LA FOTO.
222,Vegan Island,4,PEDIMOS LA CARNE Y QUEDÓ EN SU PUNTO EXACTO. PROBAMOS EL PLATO PICANTE Y EL SABOR ERA INTENSO PERO EQUILIBRADO. EL PLATO VENIA FLOJO PREPARADO Y LA CARNE SECA. EL PLATO PRINCIPAL LLEGÓ BIEN PREPARADO Y CON UNA SAZÓN NOTABLE. ESCRIBANME A CONTACTO@RESTO.CO SI QUIEREN LA FOTO.
223,Mercado 93,4,El precio de la carta me parecio mal para lo que sirven. La promocion que anuncian no aplicaba al pagar. El espacio es amplio y se siente tranquilo. Nos cobraron un valor distinto al de la carta. El valor de los platos esta por debajo del promedio de la zona. Las verduras estaban frescas y bien condimentadas. El ambiente era pesimo por el ruido de la calle. Es un lugar económico para el tamaño de las porciones. Manejan una promocion de almuerzo que vale la pena. Escribanme a ana.mesa+resenas@gmail.com si quieren la foto.
224,Casa Sazon,2,Las mesas están bien separadas y el sitio es silencioso. Habia mucho ruido y el espacio mal ventilado. Habia mucho ruido y el espacio mal ventilado. La música acompaña sin tapar la conversacion. La música acompaña sin tapar la conversacion. El anbiente era regular por el ruido de la calle.
225,Vegan Island,4,La cuenta fue economica y el valor esta justificado. La promocion que anuncian no aplicaba al pagar. El costo no corresponde con la calidad. El precio de la carta me parecio flojo para lo que sirven.
226,El Pirata del Sabor Vegano,2,El sabor no corresponde a lo que promete la carta. El sitio no estaba limpio cuando llegamos. Pedimos verduras y llegaron recalentadas. El espacio es amplio y se siente tranquilo. Pagamos mucho por una porción pequena. Pedimos la carne y quedó en su punto exacto.
227,Mercado 93,1,Hubo demora en la cocina y nadie nos aviso. Pedimos la carne y quedó en su punto exacto. Los ingredientes no se sentian frescos. El servicio fue regular y tuvimos que llamar varias veces. Los ingredientes no se sentian frescos. La comida llegó fria y sin sabor.
228,Mercado 93,2,Es un lugar economico para el tamaño de las porciones. Es un lugar economico para el tamaño de las porciones. Los precios subieron y ya no es economico. Pagar aqui se siente razonable por lo que sirven. Los precios subieron y ya no es economico. El descuento del dia deja la cuenta muy barata. La decoración esta descuidada y la luz muy fuerte. Manejan una promocion de almuerzo que vale la pena. Pagamos $18.900 en total.
229,Paul's Mcarne Feast Palace,3,El plato venia pesimo preparado y la carne seca. La atención en la mesa estuvo pendiente todo el tiempo. La porción fue pequena para lo que ofrece el menu. La sazón del plato quedó desbalanceada y demasiado salada. El mesero se equivocó con el pedido de la mesa. Pusimos un reclamo y nadie respondio.
230,La Verdura Inquieta,4,El valor de los platos esta por debajo del promedio de la zona. Pagar aqui se siente razonable por lo que sirven. Pagar aqui se siente razonable por lo que sirven. Nos cobraron un valor distinto al de la carta. El precio es delicioso para la calidad que ofrecen. Nos cobraron un valor distinto al de la carta. El costo no corresponde con la calidad. Pagamos mucho por una porción pequena. Tienen precios claros y la factura llega detallada.!!!
231,Muuu Said the Happy Cow,5,"El precio es delicioso para la calidad que ofrecen. La cuenta fue economica y el valor esta justificado. El mesero se equivocó con el pedido de la mesa. Nos ubicaron en la mesa apenas llegamos. Vale 40 mil, ojo con eso."
232,Muuu Said the Happy Cow,2,Hubo demora en la cocina y nadie nos aviso. El personal no estaba pendiente de las mesas. El postre cerro la comida de forma correcto.
233,Paul's Mcarne Feast Palace,3,Manejan una promocion de almuerzo que vale la pena. El plato venia regular preparado y la carne seca. Pagamos mucho por una porción pequena. El valor de los platos esta por debajo del promedio de la zona. El descuento del dia deja la cuenta muy barata. Los precios subieron y ya no es económico.!!!
234,Mercado 93,5,El mesero reviso el pedido antes de traerlo. La cuenta fue economica y el valor esta justificado. Es un lugar económico para el tamaño de las porciones. La sazón de la casa es lo mejor del menu. El mesero reviso el pedido antes de traerlo. La atención fue distante y poco cortés. El menu tiene variedad y cada plato mantiene la calidad. El mesero se equivoco con el pedido de la mesa. Pedimos verduras y llegaron recalentadas. Reservas al 310 555 12 34.
235,Muuu Said the Happy Cow,5,LA SAZÓN DE LA CASA ES LO MEJOR DEL MENU. PROBAMOS EL PLATO PICANTE Y EL SABOR ERA INTENSO PERO EQUILIBRADO. LA COMIDA ESTUVO DELICIOSO Y EL SABOR DE LOS PLATOS ME SORPRENDIÓ. LAS MESAS ESTAN BIEN SEPARADAS Y EL SITIO ES SILENCIOSO.
236,Muuu Said the Happy Cow,4,Los ingredientes no se sentian frescos. La comida estuvo correcto y el sabor de los platos me sorprendió. La terraza tiene una vista bonita para la tarde. La presentación del plato acompana el sabor. La música estaba demasiado alta para conversar.
237,Vegan Island,2,El lugar se sentia estrecho y las sillas incomodas. Esperamos mucho tiempo por la cuenta. El precio de la carta me parecio mal para lo que sirven. La atención en la mesa estuvo pendiente todo el tiempo. El valor de los platos esta por debajo del promedio de la zona. Hubo demora en la cocina y nadie nos aviso. El personal no estaba pendiente de las mesas.
238,El Pirata del Sabor Vegano,4,La decoración y la luz hacen agradable el espacio. La decoración y la luz hacen agradable el espacio. Pusimos un reclamo y nadie respondio. La decoración y la luz hacen agradable el espacio. La música estaba demasiado alta para conversar. La decoración esta descuidada y la luz muy fuerte.
239,Muuu Said the Happy Cow,2,La espera para que tomaran el pedido fue larga. Es un lugar económico para el tamaño de las porciones. La atencion en la mesa estuvo pendiente todo el tiempo. Esperamos mucho tiempo por la cuenta. El mesero explicó el menu con paciencia y fue cortés. Nos ubicaron en la mesa apenas llegamos. Escribanme a quejas@laterraza.com si quieren la foto.
240,La Verdura Inquieta,5,La espera para que tomaran el pedido fue larga. El servicio fue correcto y el mesero muy atento. El personal es amable y resuelve cualquier duda. La música estaba demasiado alta para conversar. El mesero reviso el pedido antes de traerlo. El descuento del dia deja la cuenta muy barata. La cuenta fue de $18.900.
241,Vegan Island,5,LA ILUMINACIÓN DEL SALON ES CÁLIDA. EL LUGAR SE SENTIA ESTRECHO Y LAS SILLAS INCOMODAS. LA DECORACION Y LA LUZ HACEN AGRADABLE EL ESPACIO. LA DECORACION Y LA LUZ HACEN AGRADABLE EL ESPACIO.
242,Mercado 93,4,Tienen precios claros y la factura llega detallada. Pagamos mucho por una porcion pequena. La cuenta salió cara y la factura traia cobros que no pedimos. Es un lugar económico para el tamano de las porciones. El plato principal llegó bien preparado y con una sazón correcto. La musica estaba demasiado alta para conversar. La musica estaba demasiado alta para conversar. El valor de los platos esta por debajo del promedio de la zona. El precio de la carta me parecio mal para lo que sirven.
243,El Pirata del Sabor Vegano,3,Los ingredientes no se sentian frescos. El mesero se equivocó con el pedido de la mesa. El precio es muy bueno para la calidad que ofrecen. La terraza estaba cerrada y no avisaron. El plato venia flojo preparado y la carne seca. La terraza tiene una vista bonita para la tarde. Es un lugar económico para el tamaño de las porciones. El lugar se sentia estrecho y las sillas incomodas. Las mesas estan bien separadas y el sitio es silencioso.
244,Muuu Said the Happy Cow,5,El lugar se sentia estrecho y las sillas incomodas. La iluminación del salon es calida. El menu tiene variedad y cada plato mantiene la calidad. Los ingredientes se sentian frescos y la porción generosa. El menu tiene variedad y cada plato mantiene la calidad. Escribanme a reservas@casasazon.com.co si quieren la foto.
245,Muuu Said the Happy Cow,2,La comida llegó fria y sin sabor. El postre cerro la comida de forma excelente. Los ingredientes no se sentian frescos. Probamos el plato picante y el sabor era intenso pero equilibrado.
246,Muuu Said the Happy Cow,3,El postre estaba pesimo y sin gracia. La comnida estuvo muy bueno y el sabor de los platos me sorprendió. Probamos el plato picante y el sabor era intenso pero equilibrado. Pedimos la carne y quedó en su punto exacto. Los ingredientes no se sentian frescos. La sazón de la casa es lo mejor del menu. La presentación del plato acompaña el sabor. Pedimos verduras y llegaron recalentadas. El plato principal llegó bien preparado y con una sazón notable.!!!
247,Mercado 93,5,El descuento del dia deja la cuenta muy barata. El valor de los platos esta por debajo del promedio de la zona. Pagamos mucho por una porción pequena. El mesero se equivocó con el pedido de la mesa. Nos cobraron un valor distinto al de la carta. El precio es excelente para la calidad que ofrecen. Manejan una promocion de almuerzo que vale la pena.
248,La Verdura Inquieta,3,Las verduras estaban frescas y bien condimentadas. Pedimos verduras y llegaron recalentadas. Los ingredientes se sentian frescos y la porcion generosa. La musica estaba demasiado alta para conversar.
249,Vegan Island,3,El costo no corresponde con la calidad. Los presios subieron y ya no es económico. Nos cobraron un valor distinto al de la carta. Cobran la propina sin avisar y el valor final sube. El precio de la carta me parecio flojo para lo que sirven.
250,Mercado 93,5,El postre cerro la comida de forma notable. La cuenta fue economica y el valor esta justificado. La comida llego fria y sin sabor. Nos cobraron un valor distinto al de la carta. El descuento del dia deja la cuenta muy barata.!!!
251,Muuu Said the Happy Cow,4,El mesero explicó el menu con paciencia y fue cortes. La música estaba demasiado alta para conversar. El servicio fue flojo y tuvimos que llamar varias veces. La espera para que tomaran el pedido fue larga. Mas fotos en reservas@casasazon.com.co.
252,El Pirata del Sabor Vegano,4,Tomaron el pedido rápido y llegó sin errores. El mesero explicó el menu con paciencia y fue cortes. La atención fue distante y poco cortes. La atención hizo la diferencia en la visita. Tomaron el pedido rápido y llegó sin errores. El zervicio fue correcto y el mesero muy atento. El personal es amable y resuelve cualquier duda. La atención hizo la diferencia en la visita. Pedimos la carne y quedo en su punto exacto. Pagamos $9.800 en total.
253,Paul's Mcarne Feast Palace,3,El ambiente del lugar es muy bueno y muy acogedor. La atención hizo la diferencia en la visita. El personal no estaba pendiente de las mesas. El precio de la carta me parecio mal para lo que sirven.
254,Vegan Island,3,El precio es deliciozo para la calidad que ofrecen. El costo no corresponde con la calidad. Es un lugar económico para el tamano de las porciones. La iluminación del salon es cálida.
255,El Pirata del Sabor Vegano,2,Esperamos mucho tiempo por la cuenta. Esperamos mucho tiempo por la cuenta. Nos cobraron un valor distinto al de la carta. Es un lugar económico para el tamaño de las porciones. El valor de los platos esta por debajo del promedio de la zona. La promocion que anuncian no aplicaba al pagar. Pagamos $120.000 en total.
256,La Verdura Inquieta,3,Es un lugar económico para el tamano de las porciones. Pagar aqui se siente razonable por lo que sirven. Manejan una promocion de almuerzo que vale la pena. La música acompaña sin tapar la conversacion. Pagamos $18.900 en total.
257,Muuu Said the Happy Cow,3,Hubo demora en la cocina y nadie nos aviso. Pagar aqui se siente razonable por lo que sirven. El mesero reviso el pedido antes de traerlo. Nos atendieron rapido y con amabilidad.
258,La Terraza del Chico,4,El descuento del dia deja la cuenta muy barata. Los precios subieron y ya no es economico. El servicio fue correcto y el mesero muy atento.
259,El Pirata del Sabor Vegano,3,La cuenta fue economica y el valor esta justificado. El espacio es amplio y se siente tranquilo. La terraza estaba cerrada y no avisaron. La decoración y la luz hacen agradable el espacio. Los presios subieron y ya no es economico. El espacio es amplio y se siente tranquilo. La cuenta fue economica y el valor esta justificado. La cuenta salió cara y la factura traia cobros que no pedimos.
260,Mercado 93,5,Esperamos mucho tiempo por la cuenta. Las verduras estaban frescas y bien condimentadas. Manejan una promocion de almuerzo que vale la pena. El mesero explicó el menu con paciencia y fue cortes. El plato principal llegó bien preparado y con una sazon muy bueno.
261,Casa Sazon,4,Tomaron el pedido rápido y llegó sin errores. La cuenta salió cara y la factura traia cobros que no pedimos. Manejan una promocion de almuerzo que vale la pena. Cobran la propina sin avisar y el valor final sube.
262,El Pirata del Sabor Vegano,4,El lugar se sentia estrecho y las sillas incomodas. El precio de la carta me parecio pesimo para lo que sirven. Pagar aqui se siente razonable por lo que sirven. Nos cobraron un valor distinto al de la carta. Pagar aqui se siente razonable por lo que sirven. La iluminación del salon es calida. Los precios subieron y ya no es económico. El costo no corresponde con la calidad. Pagar aqui se siente razonable por lo que sirven.
263,Paul's Mcarne Feast Palace,3,La sazon del plato quedó desbalanceada y demasiado salada. Es un lugar económico para el tamaño de las porciones. El sabor no corresponde a lo que promete la carta. El postre cerro la comida de forma excelente. La presentación del plato acompaña el sabor.
264,La Verdura Inquieta,4,El costo no corresponde con la calidad. Los presios subieron y ya no es económico. La sazon de la casa es lo mejor del menu. El mesero reviso el pedido antes de traerlo. El descuento del dia deja la cuenta muy barata. La cuenta fue economica y el valor esta justificado. La promocion que anuncian no aplicaba al pagar.
265,Paul's Mcarne Feast Palace,2,El costo no corresponde con la calidad. La terraza estaba cerrada y no avisaron. El precio de la carta me parecio pésimo para lo que sirven. Tienen precios claros y la factura llega detallada. Mas fotos en info@mercado93.co.
266,Muuu Said the Happy Cow,5,El espacio es amplio y se siente tranquilo. La iluminacion del salon es calida. La iluminacion del salon es calida. La decoración y la luz hacen agradable el espacio. La terraza tiene una vista bonita para la tarde. El lugar se sentia estrecho y las sillas incomodas. El lugar estaba limpio y las sillas comodas.
267,Paul's Mcarne Feast Palace,4,El espacio es amplio y se siente tranquilo. El sabor no corresponde a lo que promete la carta. El mesero reviso el pedido antes de traerlo. Las verduras estaban frescas y bien condimentadas. El plato principal llegó bien preparado y con una sazón correcto.
268,Paul's Mcarne Feast Palace,5,Las mesas están bien separadas y el sitio es silencioso. El precio es correcto para la calidad que ofrecen. El precio es notable para la calidad que ofrecen.
269,El Pirata del Sabor Vegano,3,El lugar estaba limpio y las sillas comodas. El descuento del dia deja la cuenta muy barata. Esperamos mucho tiempo por la cuenta. La cuenta salio cara y la factura traia cobros que no pedimos. Tienen precios claros y la factura llega detallada. Habia mucho ruido y el espacio mal ventilado. Reservas al 320 444 9911.
270,Mercado 93,3,Los ingredientes se sentian frescos y la porción generosa. La porción fue pequena para lo que ofrece el menu. Los ingredientes se sentian frescos y la porción generosa. La sazón del plato quedó desbalanceada y demasiado salada. Probamos el plato picante y el sabor era intenso pero equilibrado. Pagamos $32.500 en total.
271,Vegan Island,3,La atención hizo la diferencia en la visita. La atención hizo la diferencia en la visita. El plato principal llegó bien preparado y con una sazón muy bueno. Nos ubicaron en la mesa apenas llegamos. La sazón del plato quedó desbalanceada y demasiado salada. Pusimos un reclamo y nadie respondió. El menu tiene variedad y cada plato mantiene la calidad. El servicio fue delicioso y el mesero muy atento.
272,La Verdura Inquieta,4,Tienen precios claros y la factura llega detallada. Manejan una promocion de almuerzo que vale la pena. Los precios subieron y ya no es económico. Tomaron el pedido rapido y llegó sin errores. La cuenta fue economica y el valor esta justificado. Cobran la propina sin avisar y el valor final sube. El valor de los platos esta por debajo del promedio de la zona. El valor de los platos esta por debajo del promedio de la zona.
273,Paul's Mcarne Feast Palace,2,La decoración esta descuidada y la luz muy fuerte. La decoración esta descuidada y la luz muy fuerte. La comida llego fria y sin sabor. El espacio es amplio y se siente tranquilo.
274,Casa Sazon,3,La cuenta salio cara y la factura traia cobros que no pedimos. El ambiente del lugar es excelente y muy acogedor. La decoración esta descuidada y la luz muy fuerte. El sitio no estaba limpio cuando llegamos. La musica estaba demasiado alta para conversar.
275,Mercado 93,2,El postre estaba deficiente y sin gracia. La comida estuvo deliciozo y el sabor de los platos me sorprendió. Pedimos la carne y quedó en su punto exacto. La atencion hizo la diferencia en la visita. Los ingredientes no se sentian frescos. El personal no estaba pendiente de las mesas.
276,El Pirata del Sabor Vegano,5,La atencion fue distante y poco cortés. El mesero se equivoco con el pedido de la mesa. El servicio fue flojo y tuvimos que llamar varias veces. El ambiente del lugar es notable y muy acogedor. La atencion hizo la diferencia en la visita. La musica acompaña sin tapar la conversacion. Nos ubicaron en la mesa apenas llegamos.
277,Muuu Said the Happy Cow,4,La porción fue pequena para lo que ofrece el menu. La musica estaba demasiado alta para conversar. La iluminación del salon es cálida. La terraza estaba cerrada y no avisaron.!!!
278,Paul's Mcarne Feast Palace,2,Esperamos mucho tiempo por la cuenta. Los ingredientes no se sentian frescos. La atencion fue distante y poco cortes. El plato venia mal preparado y la carne seca.
279,Mercado 93,5,Manejan una promocion de almuerzo que vale la pena. El servicio fue delicioso y el mesero muy atento. El mesero reviso el pedido antes de traerlo. El mesero explicó el menu con paciencia y fue cortés. Las mesas estan bien separadas y el sitio es silencioso. El mesero se equivocó con el pedido de la mesa. El mesero se equivocó con el pedido de la mesa.!!!
280,Muuu Said the Happy Cow,3,La espera para que tomaran el pedido fue larga. Tomaron el pedido rapido y llegó sin errores. Nos ubicaron en la mesa apenas llegamos. El servicio fue deficiente y tuvimos que llamar varias veces. La atención hizo la diferencia en la visita. El personal no estaba pendiente de las mesas. El servicio fue flojo y tuvimos que llamar varias veces.
281,La Terraza del Chico,3,La sazón del plato quedo desbalanceada y demasiado salada. Es un lugar económico para el tamaño de las porciones. El postre cerro la comida de forma muy bueno.
282,Paul's Mcarne Feast Palace,2,La terraza tiene una vista bonita para la tarde. El costo no corresponde con la calidad. El ambiente era regular por el ruido de la calle. Es un lugar económico para el tamaño de las porciones. Las mesas están bien separadas y el sitio es silencioso.
283,Mercado 93,2,La espera para que tomaran el pedido fue larga. El personal no estaba pendiente de las mesas. El servicio fue pésimo y tuvimos que llamar varias veces. El personal es amable y resuelve cualquier duda. El mesero explicó el menu con paciencia y fue cortes. El servicio fue pésimo y tuvimos que llamar varias veces. El servicio fue deficiente y tuvimos que llamar varias veces. El personal no estaba pendiente de las mesas. El personal no estaba pendiente de las mesas.
284,El Pirata del Sabor Vegano,3,Cobran la propina sin avisar y el valor final sube. Pusimos un reclamo y nadie respondió. Cobran la propina sin avisar y el valor final sube. Pedimos verduras y llegaron recalentadas. Los precios subieron y ya no es económico. Cobran la propina sin avisar y el valor final sube. El precio es delicioso para la calidad que ofrecen.
285,Muuu Said the Happy Cow,2,La comida estuvo notable y el sabor de los platos me sorprendió. El menu tiene variedad y cada plato mantiene la calidad. Los precios subieron y ya no es económico. La comida llego fria y sin sabor. El sabor no corresponde a lo que promete la carta. Pedimos verduras y llegaron recalentadas. El sabor no corresponde a lo que promete la carta. El postre estaba pesimo y sin gracia.
286,El Pirata del Sabor Vegano,3,El postre estaba deficiente y sin gracia. La terraza estaba cerrada y no avisaron. Las mesas están bien separadas y el sitio es silencioso. La música estaba demasiado alta para conversar. La decoración esta descuidada y la luz muy fuerte. La decoración esta descuidada y la luz muy fuerte.
287,Vegan Island,3,El servicio fue flojo y tuvimos que llamar varias veces. La espera para que tomaran el pedido fue larga. Nos atendieron rapido y con amabilidad. Tienen precios claros y la factura llega detallada. El personal no estaba pendiente de las mesas.!!!
288,Paul's Mcarne Feast Palace,5,El precio de la carta me parecio mal para lo que sirven. Las mesas están bien separadas y el sitio es silencioso. Manejan una promocion de almuerzo que vale la pena. Las mesas están bien separadas y el sitio es silencioso. Mas fotos en contacto@resto.co.
289,Mercado 93,4,El sitio no estaba limpio cuando llegamos. Cobran la propina sin avisar y el valor final sube. La música acompaña sin tapar la conversacion.!!!
290,Casa Sazon,3,La comida llegó fria y sin sabor. La decoración y la luz hacen agradable el espacio. El servicio fue notable y el mesero muy atento. El precio de la carta me parecio mal para lo que sirven. La cuenta fue de $18.900.
291,Paul's Mcarne Feast Palace,4,La cuenta fue economica y el valor esta justificado. Pagamos mucho por una porcion pequena. El precio de la carta me parecio deficiente para lo que sirven. El valor de los platos esta por debajo del promedio de la zona. Los precios subieron y ya no es economico. La iluminación del salon es cálida. Pagamos mucho por una porcion pequena.
292,La Terraza del Chico,3,"El servicio fue mal y tuvimos que llamar varias veces. La espera para que tomaran el pedido fue larga. Nos ubicaron en la mesa apenas llegamos. La cuenta fue economica y el valor esta justificado. Vale 25 mil, ojo con eso."
293,Paul's Mcarne Feast Palace,3,El plato principal llegó bien preparado y con una sazon delicioso. El mesero se equivocó con el pedido de la mesa. Hubo demora en la cocina y nadie nos aviso. El precio de la carta me parecio mal para lo que sirven. La cuenta salió cara y la factura traia cobros que no pedimos. La cuenta fue de $9.800.
294,Paul's Mcarne Feast Palace,4,La decoracion y la luz hacen agradable el espacio. La terraza estaba cerrada y no avisaron. La espera para que tomaran el pedido fue larga. La atención fue distante y poco cortés. La música acompaña sin tapar la conversacion. El lugar estaba limpio y las sillas comodas. El ambiente del lugar es deliciozo y muy acogedor.
295,La Terraza del Chico,2,Es un lugar economico para el tamaño de las porciones. Esperamos mucho tiempo por la cuenta. Tomaron el pedido rápido y llegó sin errores.!!!
296,Casa Sazon,5,El mesero reviso el pedido antes de traerlo. Los ingredientes se sentian frescos y la porción generosa. El descuento del dia deja la cuenta muy barata.!!!
297,Vegan Island,5,El mesero se equivoco con el pedido de la mesa. Nos atendieron rápido y con amabilidad. Nos atendieron rápido y con amabilidad. Tomaron el pedido rápido y llegó sin errores. Tomaron el pedido rápido y llegó sin errores.
298,El Pirata del Sabor Vegano,5,La terraza tiene una vista bonita para la tarde. El espacio es amplio y se siente tranquilo. Tomaron el pedido rápido y llegó sin errores. La musica acompaña sin tapar la conversacion.
